"","Intercept","age_young_vs_old","Q3.00"
"ENSNFUG00015000040",1.40932622822851,-3.44321023132475,0.00697371303672033
"ENSNFUG00015000041",4.56765279106829,-0.415391800258737,0.000577758919153742
"ENSNFUG00015000042",8.88887176869921,-0.138902953937683,0.00026692145453369
"ENSNFUG00015000043",10.5688255181087,-0.500963158346739,-8.14590963015284e-05
"ENSNFUG00015000044",6.71912594772569,0.41252483923861,-0.00155197429234331
"ENSNFUG00015000045",8.14836101372824,-0.403015262771267,0.000208881696477713
"ENSNFUG00015000046",3.33036398514128,-0.834830861884764,0.00457607768813217
"ENSNFUG00015000047",8.64725843103069,0.087231522336712,-0.000217339826938376
"ENSNFUG00015000048",6.85589529726085,-0.0535618597628255,-0.000472692678576054
"ENSNFUG00015000049",9.45220848099416,-0.486157997164839,0.000633430411465152
"ENSNFUG00015000050",8.06695774508091,-0.196931168106486,0.000142231361899363
"ENSNFUG00015000051",9.13537117928563,-0.187538050151281,-0.000933839334743863
"ENSNFUG00015000052",7.60484962238055,-0.353966159667134,-0.000514687816744478
"ENSNFUG00015000053",2.18442436826393,-0.714358365046496,0.0037807318710745
"ENSNFUG00015000054",8.58163947167185,0.408956351481303,-0.000652642069223949
"ENSNFUG00015000055",5.09149860118243,0.644929072923101,-7.7213883999458e-05
"ENSNFUG00015000056",2.66288543177092,0.179500808964322,0.00135474931413705
"ENSNFUG00015000058",9.5818171521281,-0.0923004762377522,0.000235359988263006
"ENSNFUG00015000063",6.57513895800382,0.0996992776328806,-0.00162175506084951
"ENSNFUG00015000126",8.98546624908749,-0.135078458629524,0.000508716004396438
"ENSNFUG00015000127",8.26823326425681,0.610672042795138,0.000632328058398544
"ENSNFUG00015000133",5.00684351416471,-0.0402163503091978,0.00210468985920781
"ENSNFUG00015000165",-1.14444324640243,2.00049273955611,-0.00917679801938667
"ENSNFUG00015000166",5.60451306315874,1.6656625590245,-0.00449726651201941
"ENSNFUG00015000167",-0.333623067552046,1.61487516516065,-0.00306911297641174
"ENSNFUG00015000168",5.81366345741289,-1.02590609679388,0.000468300319944202
"ENSNFUG00015000176",7.05592453937473,0.0466931297397941,-0.000532067405510174
"ENSNFUG00015000179",7.59666710123807,0.26744753781437,-0.000248961271990239
"ENSNFUG00015000180",8.32898030149138,1.45014176927033,-0.003964912444548
"ENSNFUG00015000184",6.35523149667297,2.31639491174383,-0.00376223764229249
"ENSNFUG00015000189",2.31290117407732,0.454873102203763,0.00158502247931601
"ENSNFUG00015000192",-0.713138648841328,-1.47086285249039,0.0112173030435286
"ENSNFUG00015000196",7.73109447987276,1.12296207770527,-0.00519979355911113
"ENSNFUG00015000197",7.51368217044615,-0.49065260148312,0.00139758201141838
"ENSNFUG00015000201",1.40511784988217,-0.633377065234995,0.00542326513333437
"ENSNFUG00015000204",7.02047786506656,0.195084236686067,-0.000845860880256169
"ENSNFUG00015000207",8.05203412329911,1.33908633544763,-0.00398897295350072
"ENSNFUG00015000208",9.31038382159035,-0.481982375931458,0.000818063782527793
"ENSNFUG00015000209",9.9677159375361,-0.203832315700065,6.52766267380103e-05
"ENSNFUG00015000213",12.9503428287532,-0.367630771920367,0.000971442069599366
"ENSNFUG00015000214",9.00720684900437,1.31091399720962,-0.00294816442745659
"ENSNFUG00015000218",6.40263030533015,1.78383083324976,-0.0034772029441053
"ENSNFUG00015000221",8.46739024284702,1.60089859827182,-0.00470066448574146
"ENSNFUG00015000228",2.87662043797858,1.94579564704919,-0.00596942125287691
"ENSNFUG00015000230",6.97463783203831,0.0433980944046279,-0.000793091767872408
"ENSNFUG00015000231",5.65513104577413,0.93042846527031,0.000570286740463762
"ENSNFUG00015000246",5.91321873833444,0.362316464310626,-0.0010038833284138
"ENSNFUG00015000247",8.22406228842,-0.710388719948602,0.00232979471524656
"ENSNFUG00015000251",1.92946356662417,0.0110468526549493,0.00447937439864729
"ENSNFUG00015000260",4.72759182849352,-0.41134325073815,0.00288310190842493
"ENSNFUG00015000263",2.46011313333597,0.978338468990497,-0.00155543145739377
"ENSNFUG00015000268",3.93329272434818,1.46079439193789,-0.00364367800822332
"ENSNFUG00015000269",12.9750313930057,-0.810797666061143,0.00117396123667085
"ENSNFUG00015000273",3.50260311500782,0.745197938810683,-0.00197757438499464
"ENSNFUG00015000278",5.72472755852341,0.563083385393731,-0.00287140624417175
"ENSNFUG00015000282",1.56761783549425,0.397080965121801,0.00163694944510044
"ENSNFUG00015000291",3.74418052036948,3.22132624783307,-0.0034391838954526
"ENSNFUG00015000294",4.04663433495379,-0.229517654609723,0.00539793310604804
"ENSNFUG00015000299",7.01927018575677,-0.0251533884698136,-0.000295635556991907
"ENSNFUG00015000302",-0.518800431220231,-0.315588616082552,0.00245053656469444
"ENSNFUG00015000304",8.9246181732505,-0.452821560146718,0.00129046484438549
"ENSNFUG00015000306",6.28439316428529,-0.110697869362846,-3.79435723147495e-05
"ENSNFUG00015000309",5.99406012286309,0.456695523016159,-0.00466593715713065
"ENSNFUG00015000310",10.2015052053791,-0.394741069050311,-1.4431206448777e-05
"ENSNFUG00015000320",4.31382427079482,-0.554907934023564,-0.00243015609327825
"ENSNFUG00015000330",10.3577930059269,-0.149826694866313,0.000507024272750625
"ENSNFUG00015000338",4.60526801906982,-0.0617765859757985,7.29315515506336e-05
"ENSNFUG00015000351",9.66096432986557,-0.16402600130569,-0.000273773604054696
"ENSNFUG00015000352",8.04557212735417,0.760019847380878,-0.00103793151769697
"ENSNFUG00015000353",-1.78599956803503,0.498314871114575,-0.00421183253380187
"ENSNFUG00015000357",-1.01584892415768,0.193035085556831,0.00273231862056002
"ENSNFUG00015000358",-1.47746176182194,-2.35576410909179,0.0167542542964759
"ENSNFUG00015000361",10.9987226387574,0.106484378346041,-0.000669413183825778
"ENSNFUG00015000364",0.955235987579605,0.0667932388127942,-0.00425467040836464
"ENSNFUG00015000368",8.30664192169479,-0.618463496728659,0.00147111327315987
"ENSNFUG00015000375",-0.0817793805569574,1.81713924679861,-0.00562345970246684
"ENSNFUG00015000378",-1.80919667320546,-0.412579007208338,-0.00242592095566456
"ENSNFUG00015000380",0.145933060905596,-0.183686798459308,-0.00437524624990035
"ENSNFUG00015000382",9.25414850046235,0.233208328969035,-0.000427219358470774
"ENSNFUG00015000387",8.17425798324977,-0.111397355750046,0.000576328950059565
"ENSNFUG00015000388",3.86892458554473,0.458794069703306,-0.00250894151547957
"ENSNFUG00015000392",5.31825668237544,3.17443027950392,-0.00474234565304755
"ENSNFUG00015000397",8.27445911838581,0.191621023802506,7.40185350792514e-05
"ENSNFUG00015000398",9.11242930904981,-0.206519924140734,0.00175557897660954
"ENSNFUG00015000424",8.88693122977059,-0.162334439524542,0.000889556072834211
"ENSNFUG00015000428",10.8335891052121,-0.186772697148228,0.00213758043414017
"ENSNFUG00015000443",10.8614964820183,0.988926919936579,-6.78270979676043e-05
"ENSNFUG00015000453",6.36339947949002,-0.223110999318656,0.000481050092345857
"ENSNFUG00015000459",5.78794935906207,-0.469275509351915,0.00293434746371745
"ENSNFUG00015000463",8.80118796718979,-0.256982847518077,0.000691627391473636
"ENSNFUG00015000467",9.39405310002135,-0.758007422137337,0.00203592105017113
"ENSNFUG00015000475",7.94562133204662,0.862015419278137,-0.00237065382993564
"ENSNFUG00015000479",7.66254117263556,-0.647588454494501,0.000791893183830094
"ENSNFUG00015000482",8.99744845597,0.0877867780415798,0.000739111992959028
"ENSNFUG00015000486",8.09705530925509,-0.262287775474088,-0.000165374888488337
"ENSNFUG00015000494",8.60953613791825,0.20644275070595,-0.000302824222929153
"ENSNFUG00015000508",10.5201815807406,0.414596029887746,-0.00187140760685954
"ENSNFUG00015000514",3.82697931563736,0.0897787408982779,0.0002372109571348
"ENSNFUG00015000524",-0.643828521997172,2.74297170897061,-0.0176213368558253
"ENSNFUG00015000527",6.00487210234907,1.18723304134221,-0.001372842721416
"ENSNFUG00015000537",-1.87486738835161,-0.227919902866987,0.0026304985252906
"ENSNFUG00015000544",-0.295219718057,0.768193275779253,-0.00911610885356661
"ENSNFUG00015000551",0.717250475125697,-0.205830244354169,0.00424970285659518
"ENSNFUG00015000556",2.96272186251689,-0.362959899757499,0.0050003653141845
"ENSNFUG00015000567",0.331235306400244,0.193065792619106,0.0059990146819966
"ENSNFUG00015000569",4.53169405926026,1.05310879689378,-0.000146332239251527
"ENSNFUG00015000575",-2.26009158919028,-0.199650298447303,0.0100750292837737
