"","Intercept","age_young_vs_old","Q1.00"
"ENSNFUG00015000040",1.50501981858,-1.36642884710057,-0.00342327534266779
"ENSNFUG00015000041",4.55500178255909,-0.450044059925865,0.000353582306187036
"ENSNFUG00015000042",8.8765280124107,-0.180263809969785,0.000264482252809101
"ENSNFUG00015000043",10.599269677704,-0.292067353454051,-0.00071992979846657
"ENSNFUG00015000044",6.75184686874959,0.493355612634513,-0.000937062044289579
"ENSNFUG00015000045",8.14263739177541,-0.419004096687612,0.000144443756384988
"ENSNFUG00015000046",3.3390132282974,-0.516257296147157,0.000864556503018308
"ENSNFUG00015000047",8.64441075457762,0.0642959146551746,-6.51523677758776e-07
"ENSNFUG00015000048",6.86157690656094,-0.0513356359111455,-0.000200709708770219
"ENSNFUG00015000049",9.45156353423959,-0.457960168956268,0.000152295776427691
"ENSNFUG00015000050",8.06428613393399,-0.202035495234098,7.70824963562515e-05
"ENSNFUG00015000051",9.15625809679606,-0.13524509680846,-0.000578267113064401
"ENSNFUG00015000052",7.60024105030527,-0.397583982480414,-3.8694707056318e-05
"ENSNFUG00015000053",2.10006591467709,-0.766303598641324,0.00191850312537437
"ENSNFUG00015000054",8.57064638294133,0.337579043515431,2.47215952870394e-05
"ENSNFUG00015000055",5.08431507541532,0.612192499124652,9.78849692697017e-05
"ENSNFUG00015000056",2.67513075763525,0.309484483533351,8.91300859853507e-05
"ENSNFUG00015000058",9.58346954975974,-0.0732177363498487,2.41163048464756e-05
"ENSNFUG00015000063",6.58716310811624,0.0744504169951877,-0.000558949169807252
"ENSNFUG00015000126",8.97745829592724,-0.146374595304388,0.000248839706076215
"ENSNFUG00015000127",8.25676798841369,0.588417637481607,0.000336445553171628
"ENSNFUG00015000133",4.9756698173077,-0.0527581800517186,0.000938024715046144
"ENSNFUG00015000165",-1.10265473388768,1.9192837512863,-0.00275447846669729
"ENSNFUG00015000166",5.73205147311544,2.3781403356689,-0.00432618150900011
"ENSNFUG00015000167",-0.280232455432658,1.95512580338175,-0.002219395952737
"ENSNFUG00015000168",5.81856321506586,-0.982046121490968,2.49102247143075e-05
"ENSNFUG00015000176",7.05167364518648,0.00393767925822869,-4.89128297484022e-05
"ENSNFUG00015000179",7.59888560502756,0.264647569657193,-9.12239543844443e-05
"ENSNFUG00015000180",8.42770415772248,1.88384431790732,-0.0031510518118142
"ENSNFUG00015000184",6.45744531597083,2.55665885692396,-0.00261829695732646
"ENSNFUG00015000189",2.32810275416935,0.6175150702573,7.80024291596502e-05
"ENSNFUG00015000192",-0.582565967973683,0.356153562911831,-0.00080527994154863
"ENSNFUG00015000196",7.84686267166693,1.72251930831865,-0.00414789962485803
"ENSNFUG00015000197",7.50315937886237,-0.472442059096342,0.000497394074342137
"ENSNFUG00015000201",1.34476197447603,-0.564701281303025,0.00208891163707975
"ENSNFUG00015000204",7.05185398750559,0.339548844163771,-0.000837050051583613
"ENSNFUG00015000207",8.17260395155428,2.01770744089525,-0.00396755671445215
"ENSNFUG00015000208",9.29933667214516,-0.49040573717879,0.000366080241873615
"ENSNFUG00015000209",9.96652571153446,-0.206541981245418,3.58950469308005e-05
"ENSNFUG00015000213",12.9277187111445,-0.420581196156278,0.000590831260369889
"ENSNFUG00015000214",9.06864607093722,1.43457253407827,-0.00172991609722822
"ENSNFUG00015000218",6.50553449032305,2.12322672379471,-0.00278034894756928
"ENSNFUG00015000221",8.59381836451129,2.27373443279234,-0.0042687850684743
"ENSNFUG00015000228",3.01598601413066,2.70550294839878,-0.00508996803500295
"ENSNFUG00015000230",6.9778735871343,0.019610651219863,-0.000230386468931721
"ENSNFUG00015000231",5.63444234562576,0.886731678283688,0.000427964372654275
"ENSNFUG00015000246",5.91196204109579,0.309942858712927,-0.000202089605871978
"ENSNFUG00015000247",8.21549209608916,-0.638754793470716,0.000688142440213253
"ENSNFUG00015000251",1.96035008035489,0.444868436612639,0.000428327328719071
"ENSNFUG00015000260",4.68372956305893,-0.435865264388228,0.00130337042851477
"ENSNFUG00015000263",2.53424924340618,1.2673630086786,-0.001761843834858
"ENSNFUG00015000268",4.00095931064411,1.6077135954153,-0.00205646725331522
"ENSNFUG00015000269",12.9679027859263,-0.791095947052316,0.000395906580581299
"ENSNFUG00015000273",3.50622957369229,0.669710885780808,-0.000495871486272449
"ENSNFUG00015000278",5.75184994734508,0.544101813018045,-0.00108798010074589
"ENSNFUG00015000282",1.54940784191957,0.41312222435532,0.00063425519317342
"ENSNFUG00015000291",3.82164226217073,3.28954687326114,-0.00184350162850626
"ENSNFUG00015000294",3.89664462526784,-0.460502191761848,0.00313208916449424
"ENSNFUG00015000299",6.97981097354579,-0.158013723391606,0.000473609266628391
"ENSNFUG00015000302",-0.41652683730578,0.454281109681548,-0.00162491950910861
"ENSNFUG00015000304",8.90951749927397,-0.462814391863308,0.000553646511882807
"ENSNFUG00015000306",6.28232161424568,-0.1217100221617,2.60164334289285e-05
"ENSNFUG00015000309",6.0575236064546,0.510632670265449,-0.00213381069148645
"ENSNFUG00015000310",10.2204426950116,-0.292359501409837,-0.000370746045125368
"ENSNFUG00015000320",4.3070928541767,-0.686979475196672,-0.000429094956413251
"ENSNFUG00015000330",10.3590187696322,-0.119404895344391,9.26807953776693e-05
"ENSNFUG00015000338",4.61919014631113,-0.00526217112797017,-0.000200367166057258
"ENSNFUG00015000351",9.6676110259481,-0.146909051334508,-0.000175872390348941
"ENSNFUG00015000352",8.02720704836453,0.649925764489658,4.2770283404713e-05
"ENSNFUG00015000353",-1.96320565907011,-0.498403606955245,0.00209617762386126
"ENSNFUG00015000357",-1.01384550282578,0.352820042251627,0.00057491281405939
"ENSNFUG00015000358",-1.89325475734528,-2.58123040950041,0.0080131649551175
"ENSNFUG00015000361",11.01393339956,0.141397578961041,-0.000409424443746886
"ENSNFUG00015000364",1.04781692078248,0.437771670346192,-0.00306893946251877
"ENSNFUG00015000368",8.29806717175612,-0.586081815420098,0.00047932119101773
"ENSNFUG00015000375",0.0818846434026515,2.41527749814987,-0.00468716211736395
"ENSNFUG00015000378",-1.74235430536559,-0.228759107360206,-0.00168288772491863
"ENSNFUG00015000380",0.112822781569641,-0.440852154604906,-0.000534905481613646
"ENSNFUG00015000382",9.25498371673379,0.216477267059271,-0.000108632816176194
"ENSNFUG00015000387",8.15629355518174,-0.163326397693158,0.000428227685896635
"ENSNFUG00015000388",3.88675986451518,0.423957844012445,-0.000862038776446871
"ENSNFUG00015000392",5.38161311387843,3.12973334053206,-0.00187609698724019
"ENSNFUG00015000397",8.2648926754453,0.157492051307797,0.000167252299789647
"ENSNFUG00015000398",9.06471635631932,-0.322525436482416,0.00114421893211018
"ENSNFUG00015000424",8.88303457742523,-0.135962032182746,0.000264912453418484
"ENSNFUG00015000428",10.7966550583275,-0.242260749585873,0.00107483165039238
"ENSNFUG00015000443",10.8383077286105,0.90120029511679,0.000335024366227071
"ENSNFUG00015000453",6.34882981179475,-0.261123382958448,0.000342729007212145
"ENSNFUG00015000459",5.75401256414212,-0.465481956266913,0.00120375508784494
"ENSNFUG00015000463",8.78251287403398,-0.302797231166918,0.000456649355180627
"ENSNFUG00015000467",9.37765834518311,-0.734007419115229,0.000739976473986792
"ENSNFUG00015000475",7.96704864214165,0.842668576773476,-0.000882153499849302
"ENSNFUG00015000479",7.64630060141834,-0.680139340611302,0.000443935073313728
"ENSNFUG00015000482",8.98781253544477,0.0827261780254707,0.00032280245822464
"ENSNFUG00015000486",8.09703432792081,-0.270264557214346,-3.64460547414613e-05
"ENSNFUG00015000494",8.6121355294551,0.203265596647198,-0.000110876124337056
"ENSNFUG00015000508",10.5184401715322,0.324794477839429,-0.000385729102215671
"ENSNFUG00015000514",3.84680455576819,0.194215014734242,-0.000295768534259272
"ENSNFUG00015000524",-0.288109513783642,3.0258040580402,-0.00814745049961107
"ENSNFUG00015000527",6.04002396735903,1.26499949291913,-0.000891061496868483
"ENSNFUG00015000537",-1.74569303364793,0.477595242867221,-0.00162573717657217
"ENSNFUG00015000544",-0.229494762519827,0.903731847568096,-0.00338286893006938
"ENSNFUG00015000551",0.720578875783602,0.0603493836925787,0.00088836170561654
"ENSNFUG00015000556",2.92905683309266,-0.229022529930052,0.00165018713944113
"ENSNFUG00015000567",0.431545053165658,1.07678058825487,-0.000486874271255227
"ENSNFUG00015000569",4.54104244288246,1.08313446324763,-0.000181693945872957
"ENSNFUG00015000575",-2.24445804801555,0.468660322545299,0.00197155484093241
"ENSNFUG00015000582",1.78000186672735,-0.543816025529405,0.00183950418171476
"ENSNFUG00015000584",8.5056038943011,0.331711513719044,-0.000277033155630042
"ENSNFUG00015000586",7.68622302645872,0.747040881943444,-0.00107760038443394
"ENSNFUG00015000600",7.03913442826909,-0.161933794803518,0.000440103390013749
"ENSNFUG00015000605",2.99493083920121,2.34202589496569,-0.00151436330549236
"ENSNFUG00015000612",8.61498669763079,0.787703755695255,-0.000996799903696506
"ENSNFUG00015000615",8.24459551859169,0.808740203519856,0.000364813362187324
"ENSNFUG00015000622",6.1780608420094,0.089845962256055,0.000527522748526905
"ENSNFUG00015000627",-1.74235430536559,-0.228759107360206,-0.00168288772491863
"ENSNFUG00015000629",8.80687979477254,-0.324065579100854,0.00132466834263096
"ENSNFUG00015000634",5.75369569229095,0.200522692081767,0.000997394431640894
"ENSNFUG00015000636",1.79066186542073,0.802105011917704,-0.00266098261557417
"ENSNFUG00015000637",2.40240015755145,0.595310453265306,0.000551229663440157
"ENSNFUG00015000640",2.41242441230311,1.00284477860825,-0.0023706379104151
"ENSNFUG00015000645",1.94458888719561,-0.954610571209333,-0.00245626203344498
"ENSNFUG00015000647",0.0524400427333045,1.70756705918155,-0.00401952829620211
"ENSNFUG00015000648",-0.687775258211034,1.78987241182888,-0.0054090384731431
"ENSNFUG00015000652",0.151170722595491,0.515868154219294,-0.000420247589438846
"ENSNFUG00015000654",-1.74229509651192,-1.65642946541831,0.00276906058219518
"ENSNFUG00015000655",4.44414669890416,-0.363305640520542,0.000968210247635245
"ENSNFUG00015000656",10.8384822813532,-0.462664625670945,0.00040105329200343
"ENSNFUG00015000657",-1.75862912701287,-0.301785348288195,-0.00140440590924477
"ENSNFUG00015000659",8.61731709071022,0.327312675528743,-0.000277045692883266
"ENSNFUG00015000663",1.33305102916293,-1.3225706614168,0.00250302520270861
"ENSNFUG00015000666",1.86190768012396,0.622326638329574,-0.00325497244397357
"ENSNFUG00015000668",0.373532867622448,1.60328239242973,-0.00447357993264973
"ENSNFUG00015000670",4.24204442132346,-0.0625653941055584,0.00115000894243485
"ENSNFUG00015000671",6.07148797863841,-0.345175023285121,0.00053175056195889
"ENSNFUG00015000672",8.91645191626827,0.135274875167106,4.85685459627718e-06
"ENSNFUG00015000674",-0.729356762376472,0.950377606301522,-0.00392861903718461
"ENSNFUG00015000677",2.14645802822712,-1.33999857375651,-0.00155023291586616
"ENSNFUG00015000678",-0.767934519695267,1.09835238675992,-0.00223433568454888
"ENSNFUG00015000684",1.95587713470747,0.283162565784321,-0.000729137588841673
"ENSNFUG00015000685",0.333541180789779,0.972795999399557,0.0005085892004466
"ENSNFUG00015000686",2.23918685014694,1.44742470431051,-0.00318903809728569
"ENSNFUG00015000687",0.0735030491414003,0.458367891748904,-0.000727845599447698
"ENSNFUG00015000690",1.01927477189474,1.63827999993417,0.00229377216648516
"ENSNFUG00015000692",4.07847605249441,2.0348042216975,-0.00190255662682382
"ENSNFUG00015000693",0.816084483954329,0.403159845818468,-0.00224538344263333
