"","Intercept","Q0.00","age_young_vs_old"
"ENSNFUG00015000040",2.18024134126339,-0.00662014992644285,-0.186524198000253
"ENSNFUG00015000041",4.53752153556188,0.000241062793576601,-0.424315650802538
"ENSNFUG00015000042",8.84742578922046,0.000281727253836416,-0.191775369280989
"ENSNFUG00015000043",10.7257793201841,-0.00112382483676436,-0.14296049997253
"ENSNFUG00015000044",6.84571723147156,-0.000950070737209207,0.521498560357186
"ENSNFUG00015000045",8.12403621596978,0.000170930806144904,-0.430101729940557
"ENSNFUG00015000046",3.37599350199306,4.24350633902997e-05,-0.263076032671771
"ENSNFUG00015000047",8.63920661972539,3.24214288096876e-05,0.0548345652346358
"ENSNFUG00015000048",6.87349084869221,-0.000149829104340286,-0.0610216793912047
"ENSNFUG00015000049",9.45956905657977,4.57170410392365e-06,-0.418145920003873
"ENSNFUG00015000050",8.0625695907526,3.97201739772189e-05,-0.19314997502566
"ENSNFUG00015000051",9.20723751135582,-0.000537411505277418,-0.132887026722905
"ENSNFUG00015000052",7.59620329792949,1.05107544985785e-05,-0.410472736821685
"ENSNFUG00015000053",1.88009357189922,0.00203201130110489,-0.831307172408428
"ENSNFUG00015000054",8.54728547003256,0.00015235487784922,0.302339463993865
"ENSNFUG00015000055",5.00639233017201,0.000508532673578587,0.497892588565306
"ENSNFUG00015000056",2.71915831619186,-0.000248784276809281,0.407367251690747
"ENSNFUG00015000058",9.58803840269671,-1.99751587214886e-05,-0.0610341745332948
"ENSNFUG00015000063",6.62546275090407,-0.000452402355813566,0.0596527755437173
"ENSNFUG00015000126",8.96264548925263,0.000186613228812979,-0.134430296376725
"ENSNFUG00015000127",8.23405849674591,0.000269229466757772,0.599723398558541
"ENSNFUG00015000133",4.8890568031631,0.000888472504563947,-0.0576338425153069
"ENSNFUG00015000165",-0.854484858284274,-0.00261923620431451,1.98519784269709
"ENSNFUG00015000166",6.19577160163321,-0.00475135070136802,2.61700608743927
"ENSNFUG00015000167",-0.25346462072262,-0.000704538012066992,1.47919703724097
"ENSNFUG00015000168",5.79444017387301,0.000157552178580023,-1.01926531102735
"ENSNFUG00015000176",7.02956228218682,0.000117880498715022,-0.0412328191556085
"ENSNFUG00015000179",7.59729068160498,-2.41541011683225e-05,0.247718062359886
"ENSNFUG00015000180",8.7405773167239,-0.00317925687619266,1.96276480883399
"ENSNFUG00015000184",6.67164605057051,-0.00234758075510929,2.55480367143463
