"","Intercept","Q1.00"
"ENSNFUG00015000040",1.50710473628453,-0.0063414822440472
"ENSNFUG00015000041",4.54341939705574,-0.00047120044592002
"ENSNFUG00015000042",8.86955620684811,-5.98950039853163e-05
"ENSNFUG00015000043",10.5911869672836,-0.00126643722742729
"ENSNFUG00015000044",6.77428394527131,1.85299984736804e-05
"ENSNFUG00015000045",8.12678663431367,-0.00059376991854711
"ENSNFUG00015000046",3.33192066529481,-0.000132950228009441
"ENSNFUG00015000047",8.64711814862448,0.000117846949203754
"ENSNFUG00015000048",6.85970394440832,-0.000295185170637552
"ENSNFUG00015000049",9.43744450203249,-0.000667969619981555
"ENSNFUG00015000050",8.0567615971403,-0.000289073979650466
"ENSNFUG00015000051",9.15114567592506,-0.000824830272630055
"ENSNFUG00015000052",7.58531945704532,-0.000732070853570556
"ENSNFUG00015000053",2.07469094370404,0.000645297353366978
"ENSNFUG00015000054",8.58684058708249,0.000658308525510138
"ENSNFUG00015000055",5.11356708570981,0.00129707837120174
"ENSNFUG00015000056",2.68905589165321,0.000669797626005811
"ENSNFUG00015000058",9.58068287736683,-0.000110364634736355
"ENSNFUG00015000063",6.59027271714184,-0.000421379554493534
"ENSNFUG00015000126",8.97195111999381,-1.80428007147316e-05
"ENSNFUG00015000127",8.28759496259569,0.00146629495133603
"ENSNFUG00015000133",4.9737041550737,0.000842097104799778
"ENSNFUG00015000165",-0.946407340686294,0.000960718146371974
"ENSNFUG00015000166",5.82889722608152,0.00122587822291725
"ENSNFUG00015000167",-0.131921412325466,0.00172558961005411
"ENSNFUG00015000168",5.79599754450485,-0.00163894159447272
"ENSNFUG00015000176",7.05193782067859,-4.20221018762997e-05
"ENSNFUG00015000179",7.60961077364697,0.000410506684042202
"ENSNFUG00015000180",8.50339528542377,0.00111297871316253
"ENSNFUG00015000184",6.52035755082675,0.00401739143364883
"ENSNFUG00015000189",2.35985449740126,0.00126166743274668
"ENSNFUG00015000192",-0.584498825388167,-2.81722668464518e-05
"ENSNFUG00015000196",7.91172420461877,-0.000324767356542013
"ENSNFUG00015000197",7.48636598244398,-0.000331667257238878
"ENSNFUG00015000201",1.32406802885781,0.00111743106494849
"ENSNFUG00015000204",7.06449332447221,-0.000177487824927606
"ENSNFUG00015000207",8.23599412780167,0.000697065234058734
"ENSNFUG00015000208",9.28247169498576,-0.000496848390332406
"ENSNFUG00015000209",9.95916840166018,-0.000340256674195546
"ENSNFUG00015000213",12.9123156172925,-0.000145840534762105
"ENSNFUG00015000214",9.13242120983603,0.00142372274391022
"ENSNFUG00015000218",6.57715329345571,0.00231764154650768
"ENSNFUG00015000221",8.67689409697329,0.00104954237518965
"ENSNFUG00015000228",3.16892859371159,0.00116154421093797
"ENSNFUG00015000230",6.97869380254373,-0.000194458391916841
"ENSNFUG00015000231",5.67674756540013,0.00224266784487215
"ENSNFUG00015000246",5.927773979764,0.000369675842707409
"ENSNFUG00015000247",8.19964738052525,-0.000466536777980285
"ENSNFUG00015000251",1.98091125146074,0.00127908871871099
"ENSNFUG00015000260",4.66769524912869,0.000541161572450352
"ENSNFUG00015000263",2.60507483540939,0.000865518520315502
"ENSNFUG00015000268",4.08928723880009,0.0014132705843667
"ENSNFUG00015000269",12.9466974120933,-0.000984140421157245
"ENSNFUG00015000273",3.54675371727546,0.000771846402743836
"ENSNFUG00015000278",5.78060803526814,-5.26352587294821e-05
"ENSNFUG00015000282",1.57520942628069,0.00138245103859644
"ENSNFUG00015000291",3.51772241967547,0.00966361255968567
"ENSNFUG00015000294",3.87023016951963,0.00239454525673414
"ENSNFUG00015000299",6.97053623653401,0.000212742953134466
"ENSNFUG00015000302",-0.404301337511361,-0.000694175737013371
"ENSNFUG00015000304",8.89526447770868,-0.000277371584611293
"ENSNFUG00015000306",6.27758690287961,-0.000195191671643044
"ENSNFUG00015000309",6.08222312143192,-0.00114603948601437
"ENSNFUG00015000310",10.2115524838335,-0.000909326655086209
"ENSNFUG00015000320",4.28265512080416,-0.00157159886948792
"ENSNFUG00015000330",10.3547740479192,-0.000126928090360995
"ENSNFUG00015000338",4.61857580183322,-0.000208094090418584
"ENSNFUG00015000351",9.662215704717,-0.000444117316753207
"ENSNFUG00015000352",8.07006526850365,0.00124822720584964
"ENSNFUG00015000353",-1.98301668864489,0.0011769601505816
"ENSNFUG00015000357",-0.994183030700774,0.00122900139385862
"ENSNFUG00015000358",-2.01397012605143,0.00468345929482188
"ENSNFUG00015000361",11.0195025283492,-0.000142833940758977
"ENSNFUG00015000364",1.06175091931122,-0.00219610124187579
"ENSNFUG00015000368",8.28161669537656,-0.000562809509772121
"ENSNFUG00015000375",0.226937672556643,0.000809428581107261
"ENSNFUG00015000378",-1.7514466991118,-0.00210479506998948
"ENSNFUG00015000380",0.0810800941656965,-0.00119798081366477
"ENSNFUG00015000382",9.26466932314804,0.000295437969402304
"ENSNFUG00015000387",8.14974700881005,0.000133938918187491
"ENSNFUG00015000388",3.90682899404019,-5.4381040036533e-05
"ENSNFUG00015000392",5.20619248975564,0.0084976141309911
"ENSNFUG00015000397",8.27159625019797,0.00046125529748827
"ENSNFUG00015000398",9.05231609075371,0.000574363035783265
"ENSNFUG00015000424",8.87827614475381,1.41789992083217e-05
"ENSNFUG00015000428",10.7878986874308,0.000637422107971226
"ENSNFUG00015000443",10.8898523013276,0.0021240574008647
"ENSNFUG00015000453",6.33906243546598,-0.000124245162942688
"ENSNFUG00015000459",5.74158122459956,0.000357108846846164
"ENSNFUG00015000463",8.77069660042323,-7.85131494381067e-05
"ENSNFUG00015000467",9.35724097827867,-0.000536599302449719
"ENSNFUG00015000475",8.01489756024004,0.000773575484868025
"ENSNFUG00015000479",7.62351974841907,-0.000710206335142118
"ENSNFUG00015000482",8.99124338477505,0.000476115285642621
"ENSNFUG00015000486",8.08721406426904,-0.000522353034347082
"ENSNFUG00015000494",8.62048026836679,0.000273077939089568
"ENSNFUG00015000508",10.5376566014719,0.000198610649033581
"ENSNFUG00015000514",3.85393553374595,7.13726539468749e-05
"ENSNFUG00015000524",0.0184134334914012,-0.00151861268052167
"ENSNFUG00015000527",6.10477242597569,0.00179090524256281
"ENSNFUG00015000537",-1.7267111737065,-0.000744891191714997
"ENSNFUG00015000544",-0.201619938111134,-0.00156195449974681
"ENSNFUG00015000551",0.722767608082817,0.00100397090983342
"ENSNFUG00015000556",2.92055283206004,0.00123804953288061
"ENSNFUG00015000567",0.480671848898735,0.00175695105354302
"ENSNFUG00015000569",4.60424183484405,0.00200547506139339
"ENSNFUG00015000575",-2.22499076704788,0.00282946795742317
"ENSNFUG00015000582",1.75450343339417,0.000929039229739156
"ENSNFUG00015000584",8.51943450757392,0.000358927238394494
"ENSNFUG00015000586",7.71991161926699,0.000423117773369869
"ENSNFUG00015000600",7.03276717993497,0.000148331507960085
"ENSNFUG00015000605",3.07072028284482,0.0044171818359111
"ENSNFUG00015000612",8.6476977483321,0.000610489685821648
"ENSNFUG00015000615",8.2880013569824,0.00196850354722932
"ENSNFUG00015000622",6.18271830267864,0.000687963203398686
"ENSNFUG00015000627",-1.7514466991118,-0.00210479506998948
"ENSNFUG00015000629",8.79414110165039,0.000755650337412903
"ENSNFUG00015000634",5.76473450611216,0.00135805515625913
"ENSNFUG00015000636",1.83207572165083,-0.00108626235164572
"ENSNFUG00015000637",2.43124471441495,0.00171852892787699
"ENSNFUG00015000640",2.45542919497506,-0.000288006784489418
"ENSNFUG00015000645",1.9265040536778,-0.00410271405294507
"ENSNFUG00015000647",0.134889396134415,-0.00029786776625296
"ENSNFUG00015000648",-0.590311050132843,-0.00182543298403545
"ENSNFUG00015000652",0.183809544738056,0.000515594713741064
"ENSNFUG00015000654",-1.81123215905872,-0.00011112948562938
"ENSNFUG00015000655",4.42933221782774,0.000340796162570874
"ENSNFUG00015000656",10.8233833002594,-0.000422225772838264
"ENSNFUG00015000657",-1.77062406459214,-0.00196099776058937
"ENSNFUG00015000659",8.63129839507755,0.000345439827770944
"ENSNFUG00015000663",1.30509625905473,0.000298935805641118
"ENSNFUG00015000666",1.89742688581602,-0.00206898480502382
"ENSNFUG00015000668",0.462723121464942,-0.000911404910129057
"ENSNFUG00015000670",4.23950441487629,0.00103572821765662
"ENSNFUG00015000671",6.05924816053291,-8.52524234806262e-05
"ENSNFUG00015000672",8.92286994368571,0.000251862691768685
"ENSNFUG00015000674",-0.717415018298611,-0.0021230037945413
"ENSNFUG00015000677",2.14035119906613,-0.00404184924082376
