"","Intercept","age_young_vs_old"
"ENSNFUG00015000575",-2.12924008986572,1.04497195578217
"ENSNFUG00015000582",1.91475799378966,-0.0768347401155621
"ENSNFUG00015000584",8.4890454898246,0.261146730206573
"ENSNFUG00015000586",7.62481357162444,0.475923432634167
"ENSNFUG00015000600",7.06630762970222,-0.0458478939868404
"ENSNFUG00015000605",2.89913454824776,1.99665104194824
"ENSNFUG00015000612",8.55859531769828,0.534825262179285
"ENSNFUG00015000615",8.26863510467232,0.897551327403522
"ENSNFUG00015000622",6.21262376379625,0.224033952804329
"ENSNFUG00015000627",-1.84070434487957,-0.670062479924368
"ENSNFUG00015000629",8.89808458750947,0.00979559139903432
"ENSNFUG00015000634",5.82240831376026,0.452858024144387
"ENSNFUG00015000636",1.67149199918129,0.0718339763830738
"ENSNFUG00015000637",2.440888546245,0.727065212111448
"ENSNFUG00015000640",2.2934841358325,0.386184657361426
"ENSNFUG00015000645",1.80575003109436,-1.52711689787993
"ENSNFUG00015000647",-0.12967035476119,0.649872647213558
"ENSNFUG00015000648",-0.98252311016327,0.505286927933336
"ENSNFUG00015000652",0.128623108901942,0.402140004904881
"ENSNFUG00015000654",-1.55216796241936,-0.958599302350524
"ENSNFUG00015000655",4.50904987089742,-0.11513961608004
"ENSNFUG00015000656",10.8613329537256,-0.35220865364043
"ENSNFUG00015000657",-1.84070434487957,-0.670062479924367
"ENSNFUG00015000659",8.6005640946881,0.256806268555775
"ENSNFUG00015000663",1.4953687306516,-0.581264479588876
"ENSNFUG00015000666",1.698831773553,-0.163343500505
"ENSNFUG00015000668",0.141879050373766,0.600125109374651
"ENSNFUG00015000670",4.32160303262877,0.22502413405326
"ENSNFUG00015000671",6.10276692859192,-0.198772569089428
"ENSNFUG00015000672",8.91681582313245,0.136418176515872
"ENSNFUG00015000674",-0.978969031368932,-0.0930983719779799
"ENSNFUG00015000677",2.08485956997402,-1.82085686308916
"ENSNFUG00015000678",-0.908549042314782,0.432628151565272
"ENSNFUG00015000684",1.92008931657538,0.0775266674425068
"ENSNFUG00015000685",0.363185186562384,1.11957897061383
"ENSNFUG00015000686",2.09776037858684,0.583928074319261
"ENSNFUG00015000687",0.0400814874279122,0.230753624223862
"ENSNFUG00015000690",1.22518851171887,2.07502433158473
"ENSNFUG00015000692",3.96255990324073,1.60172536397462
"ENSNFUG00015000693",0.701070857848078,-0.180900437126197
"ENSNFUG00015000698",-0.0804194299895366,0.80409081489908
"ENSNFUG00015000699",7.39536503972875,-0.621818742708081
"ENSNFUG00015000701",9.09350490714033,0.0288766276371518
"ENSNFUG00015000703",6.26348747072549,-0.431865349155353
"ENSNFUG00015000706",4.87372936640525,-0.477240432619967
"ENSNFUG00015000711",9.57976183588419,-0.0948081027319412
"ENSNFUG00015000718",-0.495351815162515,0.748068087697342
"ENSNFUG00015000722",6.78199262107584,0.250371003144928
"ENSNFUG00015000724",1.35256991826997,-0.415188553313034
"ENSNFUG00015000728",-0.682497696892734,0.214779940482344
"ENSNFUG00015000729",1.73799949987163,0.262739742111808
"ENSNFUG00015000730",0.970192511285533,-0.0496545326565805
"ENSNFUG00015000732",1.16249459705218,-0.0695517938812464
"ENSNFUG00015000733",9.13898595345228,0.337060111524635
"ENSNFUG00015000734",-1.55216662134121,-0.23725708253853
"ENSNFUG00015000735",0.873834084825668,-0.384526277282614
"ENSNFUG00015000737",5.83511378740255,0.0135876386705972
"ENSNFUG00015000739",2.45463896425588,0.606090090771492
"ENSNFUG00015000740",3.34549516911308,-0.334930177271947
"ENSNFUG00015000742",2.17584821024028,0.225942233839937
"ENSNFUG00015000745",7.72469511168635,0.453711213690026
"ENSNFUG00015000747",2.36287289265703,0.191309497289927
"ENSNFUG00015000751",-0.165627950799832,1.25226385744382
"ENSNFUG00015000756",0.532692344938047,-0.601401618841514
"ENSNFUG00015000758",5.28185017378847,-0.328854059534516
"ENSNFUG00015000760",-0.990260389631542,0.488971253217367
"ENSNFUG00015000762",9.07155522133682,0.05256559352287
"ENSNFUG00015000763",2.78173337323134,0.90402397885392
"ENSNFUG00015000768",2.5851597946962,1.30013597107607
"ENSNFUG00015000771",NA,NA
"ENSNFUG00015000772",10.1848226491015,0.391919054224315
"ENSNFUG00015000776",3.20981902980094,0.857250050889377
"ENSNFUG00015000781",3.0854359012615,1.21327692688703
"ENSNFUG00015000784",NA,NA
"ENSNFUG00015000786",9.75078867348673,-0.367641991373539
"ENSNFUG00015000802",10.8668144544288,-0.0224292113696424
"ENSNFUG00015000808",3.75058475000855,0.0199363617272391
"ENSNFUG00015000840",9.51809625103095,0.203509740084134
"ENSNFUG00015000843",7.33165530104829,-0.0772298311613636
"ENSNFUG00015000853",8.10184940041225,-0.55949845684469
"ENSNFUG00015000865",8.34359136540566,-0.111254281415313
"ENSNFUG00015000870",6.19229107995461,0.331679373757334
"ENSNFUG00015000910",-1.55216785115281,-0.958598964389083
"ENSNFUG00015000922",6.69158443534972,0.129936113274591
"ENSNFUG00015000943",2.14478067644741,0.110960720580615
"ENSNFUG00015000946",-1.84070399705025,1.41168428235408
"ENSNFUG00015000960",7.35788414130477,-0.808421507602697
"ENSNFUG00015000976",9.91307665042902,-0.164849006333842
"ENSNFUG00015000983",7.13743061566098,-0.118281981807047
"ENSNFUG00015000986",8.90298123023397,0.208475252927247
"ENSNFUG00015000988",11.951443393234,-0.184025018404313
"ENSNFUG00015000998",6.15706911318454,0.0536427541634426
"ENSNFUG00015001001",5.76196254592958,0.0999312505096523
"ENSNFUG00015001009",4.50654674460183,0.408987820910802
"ENSNFUG00015001011",10.2038400187064,-0.00889709633754307
"ENSNFUG00015001019",7.5149293893077,-0.171558638993391
"ENSNFUG00015001021",7.12765484777563,-0.274737013756252
"ENSNFUG00015001025",8.82806532160455,0.0872616384892555
"ENSNFUG00015001032",-0.287436481550196,0.211795241723432
"ENSNFUG00015001040",8.30347823319083,0.0370948119339771
"ENSNFUG00015001058",0.864113930315881,0.884721125479043
"ENSNFUG00015001063",-1.26362903358577,0.209128104718071
"ENSNFUG00015001064",9.70020891087903,-1.55521883881673
"ENSNFUG00015001073",6.846750153917,0.044173506584713
"ENSNFUG00015001084",0.972520844861109,0.310780178632472
"ENSNFUG00015001116",11.5428789890222,-0.255158585490603
"ENSNFUG00015001121",8.71659131368888,-0.238286619088251
"ENSNFUG00015001123",10.4309854897075,0.00121094725490015
"ENSNFUG00015001127",7.85246995684644,0.12810961861693
"ENSNFUG00015001129",9.39624889043162,0.325650837294245
"ENSNFUG00015001136",4.25140753614976,0.197839675733628
"ENSNFUG00015001137",7.73070060810295,0.796370292195194
"ENSNFUG00015001143",5.78888476442809,-0.366992585231493
"ENSNFUG00015001145",-0.336169278283009,-0.145322365773942
"ENSNFUG00015001146",10.9652461806308,-0.237630377842089
"ENSNFUG00015001150",8.97409094617404,-0.0397960414407262
"ENSNFUG00015001151",9.67092868017721,0.0748290497038212
"ENSNFUG00015001156",-0.555956261008691,0.037722597544532
"ENSNFUG00015001159",3.75715658582343,0.910400107811277
"ENSNFUG00015001160",6.98385292031009,-0.00220263368971483
"ENSNFUG00015001161",2.44989121821451,0.271240392921339
"ENSNFUG00015001164",6.72523880595736,0.473981995300802
"ENSNFUG00015001168",0.183335967015622,-0.244525319220801
"ENSNFUG00015001171",-1.55216545269835,-0.237257724011176
"ENSNFUG00015001172",0.850512520531706,0.0536813381758298
"ENSNFUG00015001173",-0.510277718407682,0.461175932356266
"ENSNFUG00015001174",0.595202152801798,-0.117979061727079
"ENSNFUG00015001176",2.0416506896686,0.0763918383508336
"ENSNFUG00015001178",6.51930392114411,-0.451765939731385
"ENSNFUG00015001179",3.77293763639929,0.224742570569423
"ENSNFUG00015001181",8.76037653114932,1.41039125031086
"ENSNFUG00015001182",6.66492773660716,-0.558264782489052
"ENSNFUG00015001185",3.00377418518176,0.357808595432026
"ENSNFUG00015001190",3.89416812022758,0.219713262099019
"ENSNFUG00015001192",0.520510635606779,0.991144405941997
"ENSNFUG00015001193",6.16675134044187,0.565386305886331
"ENSNFUG00015001194",9.15872838060253,0.260752835694419
"ENSNFUG00015001195",1.68019350639799,0.573646687609818
"ENSNFUG00015001198",8.13377772591455,0.585481449191123
"ENSNFUG00015001199",1.54469132057438,-0.0345867968265925
"ENSNFUG00015001203",0.4514011137352,0.304930682253973
"ENSNFUG00015001205",7.29442514757789,-0.197368799313228
"ENSNFUG00015001208",6.91605564928183,-0.452800506312803
"ENSNFUG00015001218",6.94940489666727,0.779174273747344
"ENSNFUG00015001223",9.18885430559599,-0.187819470961159
"ENSNFUG00015001228",10.5581601956402,-0.0245136131765143
"ENSNFUG00015001231",8.96654981779412,-0.348949444497287
"ENSNFUG00015001233",7.2869769320835,0.243708333514553
"ENSNFUG00015001235",7.22199274144863,-0.100815907355648
"ENSNFUG00015001240",5.77862186747231,0.121355884309059
"ENSNFUG00015001252",7.11152742357825,-0.0735111412764657
"ENSNFUG00015001259",NA,NA
"ENSNFUG00015001260",1.91892462799721,-0.2925405407904
"ENSNFUG00015001261",5.10170932694776,-0.00154846166087659
"ENSNFUG00015001262",7.96809052344398,0.456724721881333
"ENSNFUG00015001264",0.399329355214933,-1.45521254843089
"ENSNFUG00015001265",3.47911255726802,-0.551259398439395
"ENSNFUG00015001267",8.79266938418616,0.0892042239174828
"ENSNFUG00015001272",9.44091417892828,-0.444729534662992
"ENSNFUG00015001273",0.14766547995881,-2.6584185365936
"ENSNFUG00015001274",6.04031190905701,-0.0527859300872404
"ENSNFUG00015001277",7.829300723304,0.0102310414346302
"ENSNFUG00015001278",-1.26362624150442,3.78646171546281
"ENSNFUG00015001282",7.22155577458446,-0.199632425178725
"ENSNFUG00015001283",8.24426805021147,-0.0710284887813876
"ENSNFUG00015001284",1.64667074216094,1.87554421852205
"ENSNFUG00015001285",4.18029785358921,-0.0341066454836265
"ENSNFUG00015001287",-0.711963362096608,1.64412881101313
"ENSNFUG00015001288",9.84650645012966,-0.166265485826124
"ENSNFUG00015001292",6.02947654941702,0.402485029634491
"ENSNFUG00015001298",11.7075631200156,0.079465131167446
"ENSNFUG00015001301",2.17894321397647,0.715146663729344
"ENSNFUG00015001305",8.4703377036493,0.190966419513739
"ENSNFUG00015001307",-2.12924143129851,-0.381527795693995
"ENSNFUG00015001314",7.0623301643849,1.25425875781062
"ENSNFUG00015001315",6.69575658087614,0.168774172349602
"ENSNFUG00015001323",8.55309718625043,0.0990041049022384
"ENSNFUG00015001325",6.67246450051632,0.940819674218912
"ENSNFUG00015001328",9.72537429733878,0.474840656395725
"ENSNFUG00015001335",9.81963495973417,-0.278198901823169
"ENSNFUG00015001346",8.19770127913629,0.191839645570055
"ENSNFUG00015001437",8.16069366650804,-0.289874567581631
"ENSNFUG00015001455",8.61962801501255,0.23860782636223
"ENSNFUG00015001461",3.82403458863907,0.736315947602374
"ENSNFUG00015001467",8.85610682910185,-0.409123958869176
"ENSNFUG00015001472",2.40863995754656,0.684849464289039
"ENSNFUG00015001476",-1.55216606719454,2.65404412818382
"ENSNFUG00015001478",6.69482245246874,-0.316256623878064
"ENSNFUG00015001484",1.57477506817264,0.757963901655201
"ENSNFUG00015001488",-2.12924143129851,-0.381527795693995
"ENSNFUG00015001493",2.53067987916775,0.315032891453714
"ENSNFUG00015001498",4.04863758028836,-0.0521956664529947
"ENSNFUG00015001502",5.22206427968259,0.335646780362613
"ENSNFUG00015001519",3.12971961359783,0.762818788106728
"ENSNFUG00015001520",2.41547039154163,2.20164683742259
"ENSNFUG00015001522",3.30028435444194,0.206111944546257
"ENSNFUG00015001527",5.5972779557558,0.126640269458269
"ENSNFUG00015001531",3.95085176378454,0.455104109710387
"ENSNFUG00015001536",7.63280819660316,0.361238310083678
"ENSNFUG00015001548",10.3041773487048,0.0513221481402028
"ENSNFUG00015001574",8.08700725970099,-0.1334790194441
"ENSNFUG00015001579",8.09413358035201,-0.0704575239727448
"ENSNFUG00015001589",8.4151029388719,0.0631485097936001
"ENSNFUG00015001595",6.34030897381082,0.0492620310091429
"ENSNFUG00015001599",9.79390181908307,-0.37210733575256
"ENSNFUG00015001600",0.0921958195224157,-1.14721508341306
"ENSNFUG00015001608",2.43717304427746,-0.0511553295453323
"ENSNFUG00015001617",8.30866898256656,-0.0181666418079603
"ENSNFUG00015001629",1.80324033115461,0.713294758022917
"ENSNFUG00015001632",-0.979608702517319,-0.0340146184521401
"ENSNFUG00015001635",11.1571081584151,-0.169248005931182
"ENSNFUG00015001638",8.60431951338112,-0.0417379810898211
"ENSNFUG00015001644",7.30926102398598,0.103174764117758
"ENSNFUG00015001648",7.62937691257563,-0.111087341143176
"ENSNFUG00015001655",11.3170893837136,-0.396634238838817
"ENSNFUG00015001657",7.46761189369889,-0.251055919746495
"ENSNFUG00015001659",9.57592311211668,0.00447562068130303
"ENSNFUG00015001660",2.66545917689401,-0.407155579732423
"ENSNFUG00015001662",2.65506063734579,-0.202280954404315
"ENSNFUG00015001668",3.3307390777496,0.09597877068855
"ENSNFUG00015001673",7.40140914909589,0.266466998122236
"ENSNFUG00015001676",9.3704007130379,-0.228930215864852
"ENSNFUG00015001677",5.44269674723578,0.418572425312393
"ENSNFUG00015001682",NA,NA
"ENSNFUG00015001686",10.67242012012,0.0419669579472648
"ENSNFUG00015001689",9.02365511610098,0.0708315173930804
"ENSNFUG00015001697",7.44328512056964,0.670126569154922
"ENSNFUG00015001702",10.8284929564442,0.100384126064572
"ENSNFUG00015001707",7.95967322711979,-0.0233151964726854
"ENSNFUG00015001715",5.59034755368001,2.44214883810513
"ENSNFUG00015001724",13.1695156695572,-0.458226352568716
"ENSNFUG00015001752",7.57255606805704,0.194878734391492
"ENSNFUG00015001756",10.1534798062799,-0.0519238580170448
"ENSNFUG00015001759",-2.41777611552888,0.628346001300876
"ENSNFUG00015001762",8.74094786282273,-0.196690325250216
"ENSNFUG00015001764",9.15528605550444,0.254165792650175
"ENSNFUG00015001789",7.44482659213325,0.0387448929944934
"ENSNFUG00015001792",8.30931203727647,0.0381059928509653
"ENSNFUG00015001815",1.65385186417271,1.07255098720774
"ENSNFUG00015001817",1.47857860755083,0.256162801790172
"ENSNFUG00015001840",9.38064103214842,0.0317831414427903
"ENSNFUG00015001846",3.5270904067468,-0.0516082164963501
"ENSNFUG00015001851",7.64644342949798,-0.0220380112932286
"ENSNFUG00015001858",-2.1292398591384,1.04855445714426
"ENSNFUG00015001859",7.28915494603396,-0.355764489557471
"ENSNFUG00015001860",1.14008630066149,2.00493608930612
"ENSNFUG00015001865",8.07241211840693,0.0678394856112871
"ENSNFUG00015001871",0.58380921793791,0.148623362748551
"ENSNFUG00015001873",6.63599909499399,-0.262260986022809
"ENSNFUG00015001874",8.09233275887517,0.518225665652187
"ENSNFUG00015001876",7.03401060163617,0.731064914695576
"ENSNFUG00015001879",3.99983691475012,0.158549940836111
"ENSNFUG00015001881",6.21245382613714,-0.130961245744802
"ENSNFUG00015001883",3.05126843656626,0.607237102131389
"ENSNFUG00015001889",-1.84070434487957,-0.670062479924367
"ENSNFUG00015001900",0.364040753308281,0.743050248402235
"ENSNFUG00015001903",0.844360503733625,0.407007041347902
"ENSNFUG00015001906",11.230565410934,0.13507230777473
"ENSNFUG00015001911",1.20680159960839,0.89781344408284
"ENSNFUG00015001917",6.3345926881112,0.346717115209285
"ENSNFUG00015001923",-1.55216796436764,-0.958599308268263
"ENSNFUG00015001924",8.32877455442982,-0.156851864771843
"ENSNFUG00015001928",3.28309657565267,0.295709152272034
"ENSNFUG00015001931",1.00420874128848,0.62465164170893
"ENSNFUG00015001932",-1.55216657429473,0.470022421180662
"ENSNFUG00015001934",4.21651334132742,-0.72169869927636
"ENSNFUG00015001937",9.1899847410249,-0.138843815434216
"ENSNFUG00015001939",0.596451415895446,1.85539568003496
"ENSNFUG00015001944",6.92946251943904,0.329189882969914
"ENSNFUG00015001945",5.35539562409392,0.0521039500775028
"ENSNFUG00015001947",10.1844939351732,-0.219057475931987
"ENSNFUG00015001949",8.21770184940422,-0.226871887271639
"ENSNFUG00015001950",NA,NA
"ENSNFUG00015001955",7.34079280245285,0.373186684955177
"ENSNFUG00015001956",6.11260098986957,1.65745573393797
"ENSNFUG00015001957",3.71769040499733,3.15878308445472
"ENSNFUG00015001960",2.88665308032644,-0.00708612105648367
"ENSNFUG00015001962",-1.55216695217699,2.05823611302016
"ENSNFUG00015001966",-0.246564102343963,0.857021426017234
"ENSNFUG00015001968",4.64043564152558,0.0234877330750428
"ENSNFUG00015001969",7.52833632937716,0.954480331295636
"ENSNFUG00015001972",2.29137853738478,0.166091828556478
"ENSNFUG00015001973",6.76555427719455,0.162997286270902
"ENSNFUG00015001976",-2.12923986439664,1.08694990169135
"ENSNFUG00015001978",7.71042965310805,2.37799458843915
"ENSNFUG00015001980",7.92025064186666,-0.032065405694598
"ENSNFUG00015001982",-1.84070434487957,-0.670062479924367
"ENSNFUG00015001983",7.54946811988462,0.124156571124493
"ENSNFUG00015001985",0.0203465854161313,-0.112861640480815
"ENSNFUG00015001987",9.23057923792991,-0.326425276184539
"ENSNFUG00015001988",0.00320343754003847,-0.093686845255465
"ENSNFUG00015001992",8.61048120195812,-0.0614587129686281
"ENSNFUG00015001993",5.00762713638753,-0.0787740639871784
"ENSNFUG00015001998",8.06197286666898,-0.702679426461832
"ENSNFUG00015002000",6.3206007864105,0.124406916604872
"ENSNFUG00015002003",7.54190594020641,0.451877975214979
"ENSNFUG00015002005",3.84820513597242,0.0865053042217596
"ENSNFUG00015002010",6.00114284807863,0.152196172313977
"ENSNFUG00015002012",6.80818316064436,0.0585766065505785
"ENSNFUG00015002014",6.89452931823235,-0.0864228131752229
"ENSNFUG00015002018",7.748837856207,-0.390164073534075
"ENSNFUG00015002019",8.51961742703849,1.4294861373809
"ENSNFUG00015002020",0.706069340359914,0.382342932684242
"ENSNFUG00015002021",2.21226126383414,1.01659133144669
"ENSNFUG00015002023",-0.182040068058044,-0.352513195446029
"ENSNFUG00015002025",5.56067613450233,-0.729178388530905
"ENSNFUG00015002028",3.96049619528329,1.51733936205996
"ENSNFUG00015002029",5.34894392262176,0.919566826935562
"ENSNFUG00015002030",6.45851554973347,-0.138077756426531
"ENSNFUG00015002033",2.45068304339318,-0.141034067115003
"ENSNFUG00015002038",8.12886400856089,0.232066524804168
"ENSNFUG00015002039",5.00250834949474,0.145245109914761
"ENSNFUG00015002044",3.66893243602881,2.43965436680075
"ENSNFUG00015002046",6.58907511248902,-0.0601060263905786
"ENSNFUG00015002048",0.113065348732134,-2.62383104876838
"ENSNFUG00015002050",1.50766234795071,-0.111964339227006
"ENSNFUG00015002052",7.64200851579014,0.889147152007964
"ENSNFUG00015002053",-1.84070434487957,-0.670062479924367
"ENSNFUG00015002056",7.12515203365716,0.0746032169624974
"ENSNFUG00015002061",0.187720972708736,2.47513434935113
"ENSNFUG00015002062",6.10288190855501,1.98725494128326
"ENSNFUG00015002070",5.33557083055506,-0.209301562632092
"ENSNFUG00015002080",-1.84070418390873,0.0512790259000794
"ENSNFUG00015002082",-0.023383157454134,4.19580719156272
"ENSNFUG00015002084",3.47734454742661,0.233307580702029
"ENSNFUG00015002087",3.44045521058937,3.74546496226664
"ENSNFUG00015002103",2.97822323137909,1.57235398349867
"ENSNFUG00015002106",11.5852818457456,-0.283056840222793
"ENSNFUG00015002109",1.24678343005047,0.691338300337298
"ENSNFUG00015002120",-1.26362783743934,1.21859401616449
"ENSNFUG00015002127",7.34200307045329,0.0845032030687544
"ENSNFUG00015002133",10.1695573938778,-0.415024811889403
"ENSNFUG00015002142",0.300453341465086,1.21186834006397
"ENSNFUG00015002143",0.542174928227849,1.15888581583766
"ENSNFUG00015002148",7.05422212919561,-0.125369868943542
"ENSNFUG00015002161",-2.41777611552888,0.628346001300876
"ENSNFUG00015002181",8.12736900905234,-0.385688242137782
"ENSNFUG00015002187",8.46656410908507,0.441624849821801
"ENSNFUG00015002201",4.98461193012018,-0.449553420753323
"ENSNFUG00015002212",-0.176364612508304,-2.33440320462515
"ENSNFUG00015002218",2.28506017168721,-1.35421016200715
"ENSNFUG00015002225",NA,NA
"ENSNFUG00015002230",-1.55216725846063,-0.95859716415474
"ENSNFUG00015002231",4.03693499322112,0.477587861987702
"ENSNFUG00015002234",-2.12924143129851,-0.381527795693995
"ENSNFUG00015002237",6.35688223830004,-1.37612335340931
"ENSNFUG00015002239",8.06750063176067,0.138068309530126
"ENSNFUG00015002241",NA,NA
"ENSNFUG00015002244",2.46634935149266,-0.748708229538287
"ENSNFUG00015002246",7.4164872935747,-0.635885952642957
"ENSNFUG00015002247",10.4068025023619,0.118109970852682
"ENSNFUG00015002251",9.06865437594909,0.0487010862173707
"ENSNFUG00015002254",6.03513618608025,-0.824505383569136
"ENSNFUG00015002257",9.19986077209755,-0.433251177974259
"ENSNFUG00015002266",11.3378281680237,-0.867685967129963
"ENSNFUG00015002268",1.27521918532358,2.39686640922906
"ENSNFUG00015002274",7.72070057806831,0.841973288004143
"ENSNFUG00015002281",2.48829146237355,-0.764826977381549
"ENSNFUG00015002286",7.68787606942862,1.40855045991639
"ENSNFUG00015002290",-0.292836338008444,-1.49658596127283
"ENSNFUG00015002293",2.71711894454533,0.797249977285719
"ENSNFUG00015002296",0.743902762633532,-0.272550388127301
"ENSNFUG00015002297",4.49859900547331,-1.40704640894884
"ENSNFUG00015002300",-2.12924143129851,-0.381527795693994
"ENSNFUG00015002302",-2.41777611552888,0.628346001300876
