"","Intercept","Q2.00","age_young_vs_old"
"ENSNFUG00015000040",1.42211968096553,0.00292648301345986,-3.13770669863481
"ENSNFUG00015000041",4.56428586965932,0.000476276969016307,-0.435660446532755
"ENSNFUG00015000042",8.88564333331113,0.000282121407244889,-0.1579099327207
"ENSNFUG00015000043",10.569144324064,-6.77966597701844e-05,-0.497611527079852
"ENSNFUG00015000044",6.72387961710411,-0.00109791763027007,0.430695135600091
"ENSNFUG00015000045",8.14545745559155,0.00024317587201414,-0.422090493046447
"ENSNFUG00015000046",3.33590042684401,0.00235896145166826,-0.726241811778943
"ENSNFUG00015000047",8.64625863601371,-7.92812301629123e-05,0.0773968627587603
"ENSNFUG00015000048",6.85556612591483,-0.000250011312447404,-0.0619352324250683
"ENSNFUG00015000049",9.45226350518753,0.000352983982085923,-0.477751968519773
"ENSNFUG00015000050",8.06707446895924,7.48449306709002e-05,-0.194288414164594
"ENSNFUG00015000051",9.13784055800851,-0.000639220321587954,-0.179752615799532
"ENSNFUG00015000052",7.60192890076157,-0.00016617655023446,-0.380250356926355
"ENSNFUG00015000053",2.18851712955331,0.00190727020993083,-0.611429888861978
"ENSNFUG00015000054",8.58253917231456,-0.000393592630096726,0.404620822235252
"ENSNFUG00015000055",5.09438718973123,-0.000158755177567062,0.662501109717875
"ENSNFUG00015000056",2.66438978778148,0.000686093968073733,0.211481888144169
"ENSNFUG00015000058",9.58227190480954,0.000112119918766541,-0.0858971543644364
"ENSNFUG00015000063",6.57797702032137,-0.00102329189952405,0.0972228981677152
"ENSNFUG00015000126",8.98439418217564,0.000329737172229962,-0.136199529477012
"ENSNFUG00015000127",8.26459167137172,0.000506352956918366,0.59229790477235
"ENSNFUG00015000133",5.00496147911346,0.00123384643899382,-0.019883895149565
"ENSNFUG00015000165",-1.16188447946951,-0.00438136059988066,1.8538831516621
"ENSNFUG00015000166",5.62080268650143,-0.00398251998139719,1.86387471140411
"ENSNFUG00015000167",-0.343497261193628,-0.00127889422704487,1.51372945899288
"ENSNFUG00015000168",5.81960483898577,2.0499433380054e-05,-0.979097931382266
"ENSNFUG00015000176",7.05677095919341,-0.000329306942660892,0.0448156747255394
"ENSNFUG00015000179",7.59818823940502,-0.000201323953919657,0.274457598935176
"ENSNFUG00015000180",8.34140362318393,-0.00318627298018372,1.56718047961913
"ENSNFUG00015000184",6.38539713164764,-0.0035866507952379,2.4859715936138
"ENSNFUG00015000189",2.31389108651636,0.00084762364263497,0.483485028402283
"ENSNFUG00015000192",-0.683155214995456,0.00474491579161111,-0.948760109657389
"ENSNFUG00015000196",7.74114019095606,-0.00398459881148177,1.24990913639203
"ENSNFUG00015000197",7.50949844809806,0.000969041100706286,-0.507011853783434
"ENSNFUG00015000201",1.3947856946615,0.00336812897809564,-0.620719949956653
"ENSNFUG00015000204",7.02041932036906,-0.000486492947868277,0.187974505677658
"ENSNFUG00015000207",8.06635674100332,-0.00356713354645225,1.52707144914532
"ENSNFUG00015000208",9.30941604885949,0.000496266354780395,-0.477784908242588
"ENSNFUG00015000209",9.96484580001314,0.000167486806635683,-0.225766450845266
"ENSNFUG00015000213",12.9460080372403,0.000715592371682109,-0.384475728615689
"ENSNFUG00015000214",9.02293919869337,-0.00240092632846862,1.38716824262153
"ENSNFUG00015000218",6.42455564705398,-0.00320824122761597,1.94009955017918
"ENSNFUG00015000221",8.48233686966903,-0.00403581119736863,1.78788868926863
"ENSNFUG00015000228",2.88968698886732,-0.0046059704143505,2.08581108730903
"ENSNFUG00015000230",6.97415948517978,-0.000422866797004585,0.0298888180097835
"ENSNFUG00015000231",5.66150334448376,8.47489236187312e-05,0.974828555914017
"ENSNFUG00015000246",5.91271502995368,-0.000536783061310257,0.345495168072676
"ENSNFUG00015000247",8.22171343007821,0.00143836061653808,-0.707161990119109
"ENSNFUG00015000251",1.93502123407504,0.00227489244021599,0.123777705378362
"ENSNFUG00015000260",4.72151347627981,0.00181636730389565,-0.406966878084551
"ENSNFUG00015000263",2.47878068636063,-0.00178976626107003,1.10589880297113
"ENSNFUG00015000268",3.948649781744,-0.00274738524130759,1.51991010469514
"ENSNFUG00015000269",12.9717058598533,0.000820843299151256,-0.826688601654877
"ENSNFUG00015000273",3.50537715848433,-0.00121694745406567,0.737170108763849
"ENSNFUG00015000278",5.73043108739844,-0.00183999485936138,0.56194082846376
"ENSNFUG00015000282",1.56531393855259,0.000990693359876532,0.407126652984905
"ENSNFUG00015000291",3.79269964739356,-0.00382402405559277,3.42970882685571
"ENSNFUG00015000294",4.02114600628505,0.00370115238298163,-0.273084991496305
"ENSNFUG00015000299",7.01250931303459,6.09387282850216e-05,-0.0614168252520191
"ENSNFUG00015000302",-0.503352910001506,0.000575840108282082,-0.122792734687697
"ENSNFUG00015000304",8.92140773755214,0.000866630714364376,-0.462529350764487
"ENSNFUG00015000306",6.28213021302192,7.38189421958294e-05,-0.127407857144417
"ENSNFUG00015000309",6.00810424034601,-0.00326888468724999,0.492291309213891
"ENSNFUG00015000310",10.2033804807013,-0.00010285626709668,-0.378017002880002
"ENSNFUG00015000320",4.3153197467659,-0.00139513313153543,-0.580904164191166
"ENSNFUG00015000330",10.3580962828279,0.000271463563762457,-0.141141926050187
"ENSNFUG00015000338",4.61723575332676,-0.000426295528063719,0.0136706398581806
"ENSNFUG00015000351",9.66204786790822,-0.000200977691998864,-0.159494067888346
"ENSNFUG00015000352",8.04017464978178,-0.000372773996650686,0.716118001245795
"ENSNFUG00015000353",-1.81249765611821,-0.00121455746896214,0.254153000426979
"ENSNFUG00015000357",-0.976536165126108,0.000203109842887446,0.45174788336945
"ENSNFUG00015000358",-1.57193800138645,0.0109109117351912,-2.40903078758424
"ENSNFUG00015000361",11.0031343591351,-0.000568491141828621,0.12947557689482
"ENSNFUG00015000364",0.968779526691378,-0.00325167831461939,0.152286950513241
"ENSNFUG00015000368",8.30628874572885,0.000838398112424614,-0.601531672849738
"ENSNFUG00015000375",-0.0577893692709053,-0.00469349811077494,1.98250134225151
"ENSNFUG00015000378",-1.80342777885456,-0.0016051998319575,-0.401935370563993
"ENSNFUG00015000380",0.157494842976362,-0.00274069982283253,-0.207274959418592
"ENSNFUG00015000382",9.25454000405512,-0.000254539989511028,0.23028252095975
"ENSNFUG00015000387",8.17080860866967,0.000466177741454312,-0.128580250764687
"ENSNFUG00015000388",3.8680261607467,-0.00137046252130834,0.42448882826424
"ENSNFUG00015000392",5.36926006912927,-0.00445362274920983,3.32732662377892
"ENSNFUG00015000397",8.27711556337891,-6.22543175860947e-05,0.209169769840158
"ENSNFUG00015000398",9.10413793337203,0.00128535282137339,-0.235633559239861
"ENSNFUG00015000424",8.88660560532181,0.000512601004777736,-0.153333545972588
"ENSNFUG00015000428",10.8281926264601,0.00139744036195342,-0.19364247470927
"ENSNFUG00015000443",10.8588565164336,6.03249541498119e-05,0.972874306769752
"ENSNFUG00015000453",6.36198567988181,0.000323266389094289,-0.225755286669629
"ENSNFUG00015000459",5.78708906484803,0.00166225308883766,-0.429999503171516
"ENSNFUG00015000463",8.7973778343515,0.000537827558863171,-0.273583477203735
"ENSNFUG00015000467",9.39097621094022,0.00126990224092024,-0.755166104278045
"ENSNFUG00015000475",7.94940559593634,-0.00148204795140244,0.856138457366254
"ENSNFUG00015000479",7.65738291381873,0.000649837684589478,-0.673025012420703
"ENSNFUG00015000482",8.99709001325331,0.000425535357534229,0.095619751110352
"ENSNFUG00015000486",8.09428637278723,3.02389454822192e-05,-0.285242594316011
"ENSNFUG00015000494",8.61121515560796,-0.000240526719929863,0.214236584658651
"ENSNFUG00015000508",10.5156022876142,-0.000856772031015815,0.363909924000315
"ENSNFUG00015000514",3.83080922899895,-4.27638288811201e-05,0.123275840417024
"ENSNFUG00015000524",-0.569333280743288,-0.0116789645267524,2.74880819517308
"ENSNFUG00015000527",6.01685084916884,-0.00128315416252541,1.24891529302153
"ENSNFUG00015000537",-1.83689649216331,-0.000163910702106288,0.0786567617275509
"ENSNFUG00015000544",-0.308750907133948,-0.00453314255470905,0.64789468753098
"ENSNFUG00015000551",0.714054103650408,0.00253112233368279,-0.178916874440527
"ENSNFUG00015000556",2.95751183670547,0.00298678321001704,-0.328663446897776
"ENSNFUG00015000567",0.363167750475327,0.00190993629440747,0.587027599823527
"ENSNFUG00015000569",4.53659301759087,-0.000278050404437365,1.08274737448822
"ENSNFUG00015000575",-2.25180369492345,0.00527791563932586,0.0322840569899769
"ENSNFUG00015000582",1.85007512194513,0.00218149659641064,-0.438656477588166
"ENSNFUG00015000584",8.501740474651,-0.00053592986484505,0.348170693175251
"ENSNFUG00015000586",7.66003152716949,-0.00159165093656586,0.72984684832971
"ENSNFUG00015000600",7.05378472399931,0.000507276229898112,-0.131846498762806
"ENSNFUG00015000605",2.96340777675356,-0.00257334616267361,2.37286960044766
"ENSNFUG00015000612",8.58902265900956,-0.00139528084058126,0.760587275674673
"ENSNFUG00015000615",8.26696961972414,6.45488598430315e-05,0.887489681470484
"ENSNFUG00015000622",6.20147925524156,0.00041657070636803,0.155845888547429
"ENSNFUG00015000627",-1.80342777885456,-0.0016051998319575,-0.401935370563993
"ENSNFUG00015000629",8.85432110375384,0.00150027245755508,-0.230306704785947
"ENSNFUG00015000634",5.79130045472036,0.00111936298316069,0.268352014624253
"ENSNFUG00015000636",1.72172301201191,-0.00277465370792569,0.535539360995169
"ENSNFUG00015000637",2.42482313217407,0.00058089860468077,0.634093874948869
"ENSNFUG00015000640",2.33857874061865,-0.00234763394488968,0.775650906302447
"ENSNFUG00015000645",1.92933807242382,-0.0055559644526713,-0.786735751826629
"ENSNFUG00015000647",-0.0624155391883188,-0.00365500802242518,1.24222121431097
"ENSNFUG00015000648",-0.829876387352195,-0.00712127081461658,1.5484892421334
"ENSNFUG00015000652",0.157746773125929,-0.00133960019749504,0.61850963290215
"ENSNFUG00015000654",-1.61268943305157,0.00260619514243643,-1.39392878521638
"ENSNFUG00015000655",4.48542019454129,0.000810369742180218,-0.245551854575036
"ENSNFUG00015000656",10.8450722637282,0.000715859299845681,-0.47796681769489
"ENSNFUG00015000657",-1.80742915504611,-0.00143289296265051,-0.430716922785985
"ENSNFUG00015000659",8.61489142675324,-0.000589004841801575,0.352057362663745
"ENSNFUG00015000663",1.35905801997712,0.0051983754928904,-1.66020858572263
"ENSNFUG00015000666",1.79621090137325,-0.00500886326471145,0.542879328330853
"ENSNFUG00015000668",0.292493663012409,-0.00691416162396809,1.49157936568771
"ENSNFUG00015000670",4.2924031132799,0.00102630351112043,0.0606383395901544
"ENSNFUG00015000671",6.07439666402901,0.00120538737604653,-0.415218804610371
"ENSNFUG00015000672",8.92411861198421,-0.000292875780604643,0.182840167897287
"ENSNFUG00015000674",-0.855042859927178,-0.00519951838170094,0.784862504152636
"ENSNFUG00015000677",2.08940515931244,-0.000281880079722477,-1.76396865735799
"ENSNFUG00015000678",-0.892982532079761,-0.000827273134978059,0.596856754699692
"ENSNFUG00015000684",1.91064315739053,0.000439382807462218,-0.00485757811827688
"ENSNFUG00015000685",0.309780723398739,0.00248584911745329,0.630750789677383
"ENSNFUG00015000686",2.14419044818312,-0.00261791121788444,1.03174382678144
"ENSNFUG00015000687",0.0452114439978276,-0.000132554447862797,0.255026410554192
"ENSNFUG00015000690",1.20272696754804,0.000524696085732059,2.01411053614837
"ENSNFUG00015000692",4.03402429286177,-0.0030109462111765,2.04261372199596
"ENSNFUG00015000693",0.756681971143681,-0.00269139417356559,0.252255303769354
"ENSNFUG00015000698",-0.0233880855408172,-0.00325168047795579,1.3677953929152
"ENSNFUG00015000699",7.41262111226423,-0.000980131391584406,-0.445626663947371
"ENSNFUG00015000701",9.10152567970877,-0.000349291843766592,0.0865543360939332
"ENSNFUG00015000703",6.2646090000505,-6.4722639066881e-05,-0.420098730921914
"ENSNFUG00015000706",4.85739889832649,0.000660275727615037,-0.592130387065543
"ENSNFUG00015000711",9.59404928719354,-0.000704307320103803,0.026165057032903
"ENSNFUG00015000718",-0.313243471422605,-0.010644559067493,2.17040886614486
"ENSNFUG00015000722",6.788239624852,-0.000252593157533019,0.291391182201426
"ENSNFUG00015000724",1.42653597537649,-0.00340105521214156,0.0890406377501285
"ENSNFUG00015000728",-0.617918018606406,-0.00333874555483427,0.754393082231143
"ENSNFUG00015000729",1.74003552197811,-5.34574175847822e-05,0.269899005028611
"ENSNFUG00015000730",1.01130045590925,-0.00260148132137008,0.414315952340508
"ENSNFUG00015000732",1.22924160784343,-0.00258267197926729,0.299817845656713
"ENSNFUG00015000733",9.15479717475651,-0.000658500825677116,0.442353765225824
"ENSNFUG00015000734",-1.52078055674808,-0.00135151734988381,-0.0115040666638654
"ENSNFUG00015000735",0.746051305153694,0.00511986524734871,-1.42458724232956
"ENSNFUG00015000737",5.83739981155279,-0.000119817388238885,0.0344679183067903
"ENSNFUG00015000739",2.49151978264664,-0.00162260550050502,0.86940577947417
"ENSNFUG00015000740",3.34715622927314,1.54012372816759e-05,-0.340204481483674
"ENSNFUG00015000742",2.24018199634056,-0.00286804714673172,0.656405641243071
"ENSNFUG00015000745",7.73676462932615,-0.000492777404744606,0.532974288698979
"ENSNFUG00015000747",2.2634821550723,0.00425880494356413,-0.691054508546358
"ENSNFUG00015000751",-0.256451423999877,0.00332289405762474,0.646739044800433
"ENSNFUG00015000756",0.531311784805568,0.00133553708526729,-0.924751836730066
"ENSNFUG00015000758",5.23550099543697,0.00162622084237834,-0.601124298005661
"ENSNFUG00015000760",-1.03797231684731,0.00342112782454843,-0.281469008264211
"ENSNFUG00015000762",9.05107651585192,0.000822223361667947,-0.0866467668530617
"ENSNFUG00015000763",2.7448328534115,0.00123784734244451,0.711911625679574
"ENSNFUG00015000768",2.60110751282172,-0.000726296562350613,1.4204796405541
"ENSNFUG00015000771",NA,NA,NA
"ENSNFUG00015000772",10.1987015241011,-0.000614175840163636,0.493014941657738
