"","Intercept","Q1.50"
"ENSNFUG00015000040",1.37617437647817,-0.00600440589176094
"ENSNFUG00015000041",4.53246054747333,-0.000534636896960625
"ENSNFUG00015000042",8.86914893699971,-7.83968692120307e-05
"ENSNFUG00015000043",10.5499133680939,-0.00126737066201214
"ENSNFUG00015000044",6.77507649824777,1.74630812040089e-05
"ENSNFUG00015000045",8.11352608080411,-0.000679008284873917
"ENSNFUG00015000046",3.30289711360669,0.000111751678162888
"ENSNFUG00015000047",8.65173161928441,0.000115869136177898
"ENSNFUG00015000048",6.85335035605784,-0.000341174421301516
"ENSNFUG00015000049",9.42121303446101,-0.000747116280560474
"ENSNFUG00015000050",8.05160544267045,-0.000345291271516499
"ENSNFUG00015000051",9.13244309158883,-0.000937540851583413
"ENSNFUG00015000052",7.57334694363845,-0.00088621202893941
"ENSNFUG00015000053",2.11731222251801,0.000480058138312722
"ENSNFUG00015000054",8.61416110663463,0.000640358260373724
"ENSNFUG00015000055",5.15660865873486,0.00137921237024633
"ENSNFUG00015000056",2.68751900629224,0.000917793638418243
"ENSNFUG00015000058",9.57645270818064,-0.000108441556590227
"ENSNFUG00015000063",6.58941115855472,-0.000575669916124181
"ENSNFUG00015000126",8.9712140555522,-1.73078529072236e-05
"ENSNFUG00015000127",8.32042813596883,0.00169584979000868
"ENSNFUG00015000133",4.9925753667469,0.000972108779846374
"ENSNFUG00015000165",-0.854767023916485,0.000453192346186247
"ENSNFUG00015000166",5.86868480332391,0.00130249968461366
"ENSNFUG00015000167",-0.104587915365765,0.00206840752873571
"ENSNFUG00015000168",5.77303788576449,-0.00202886754358658
"ENSNFUG00015000176",7.05859023654894,-0.000126338750828842
"ENSNFUG00015000179",7.62210290835191,0.000440502588889832
"ENSNFUG00015000180",8.54512932968694,0.00113040638662741
"ENSNFUG00015000184",6.71208234257391,0.00390871349373142
"ENSNFUG00015000189",2.37042034919184,0.00159785081403132
"ENSNFUG00015000192",-0.692464061671982,0.000862594378185809
"ENSNFUG00015000196",7.90750637765334,-0.000405634026155183
"ENSNFUG00015000197",7.47175604745465,-0.000301847300103715
"ENSNFUG00015000201",1.33349282075481,0.00142030853359409
"ENSNFUG00015000204",7.04954209029132,-8.86187480603414e-05
"ENSNFUG00015000207",8.25832615502732,0.000737766917768119
"ENSNFUG00015000208",9.27310944925885,-0.000587395611573629
"ENSNFUG00015000209",9.94850397641045,-0.000356192179633916
"ENSNFUG00015000213",12.9102632573509,-0.000179991957458746
"ENSNFUG00015000214",9.19181671788058,0.00140199902114182
"ENSNFUG00015000218",6.67132081338031,0.00233339096567122
"ENSNFUG00015000221",8.7152596461105,0.001072491042773
"ENSNFUG00015000228",3.21543022823455,0.00115473995658341
"ENSNFUG00015000230",6.97791263803941,-0.000260162655319176
"ENSNFUG00015000231",5.75103821048282,0.00241503344383674
"ENSNFUG00015000246",5.94346700837706,0.000354292534300427
"ENSNFUG00015000247",8.17766975202979,-0.000405175309888575
"ENSNFUG00015000251",1.9604318899417,0.0018635658900567
"ENSNFUG00015000260",4.67687067769135,0.000651525303694252
"ENSNFUG00015000263",2.62602017543767,0.000985364856946093
"ENSNFUG00015000268",4.15597089126543,0.00132765092769435
"ENSNFUG00015000269",12.9214939320626,-0.00107803289295279
"ENSNFUG00015000273",3.58554453704033,0.000697614588481762
"ENSNFUG00015000278",5.79331833187004,-0.000204302214586962
"ENSNFUG00015000282",1.6003836083741,0.00164690510253507
"ENSNFUG00015000291",4.16351157791407,0.00844107418603736
"ENSNFUG00015000294",3.94050011524529,0.00267299982956434
"ENSNFUG00015000299",6.98980278457945,9.88217367438454e-05
"ENSNFUG00015000302",-0.469742047010649,-0.000268378314903671
"ENSNFUG00015000304",8.88546473751813,-0.000279039642595775
"ENSNFUG00015000306",6.27185212973065,-0.000209882207888857
"ENSNFUG00015000309",6.0743045896567,-0.00152387872991681
"ENSNFUG00015000310",10.1859093426832,-0.00097115889919698
"ENSNFUG00015000320",4.27375780773432,-0.00212589063217884
"ENSNFUG00015000330",10.3484034071145,-0.000108630232339093
"ENSNFUG00015000338",4.62034279947381,-0.000305651800049329
"ENSNFUG00015000351",9.6527954155252,-0.000513788320115221
"ENSNFUG00015000352",8.11141168168105,0.00132666383109065
"ENSNFUG00015000353",-1.86324962901015,0.000384625249991359
"ENSNFUG00015000357",-0.944501380552547,0.00124044995088538
"ENSNFUG00015000358",-1.87752425278635,0.00556589330883122
"ENSNFUG00015000361",11.0187918532272,-0.000190056600527329
"ENSNFUG00015000364",1.01132207521783,-0.00244664093673812
"ENSNFUG00015000368",8.26654326404874,-0.000614278352008376
"ENSNFUG00015000375",0.26111759314963,0.000785120264647142
"ENSNFUG00015000378",-1.81089557101021,-0.00228782284563421
"ENSNFUG00015000380",0.109446715161794,-0.00203099542106967
"ENSNFUG00015000382",9.27455211302242,0.00030767424712884
"ENSNFUG00015000387",8.15435929894914,0.000137686051253985
"ENSNFUG00015000388",3.91480401855744,-0.000156469648228728
"ENSNFUG00015000392",5.78328717763784,0.00728955108717785
"ENSNFUG00015000397",8.28998416384633,0.000453641400589616
"ENSNFUG00015000398",9.06846679011153,0.000631174183245294
"ENSNFUG00015000424",8.8743957313486,5.89381294051673e-05
"ENSNFUG00015000428",10.8004035337194,0.000751484923270583
"ENSNFUG00015000443",10.958686979643,0.00229394751513132
"ENSNFUG00015000453",6.33964589661042,-0.000177627765729161
"ENSNFUG00015000459",5.74750308331364,0.000431236625087732
"ENSNFUG00015000463",8.77004757788879,-0.000101600746291553
"ENSNFUG00015000467",9.34133325233278,-0.000568346542289655
"ENSNFUG00015000475",8.04812810115307,0.00074368916788875
"ENSNFUG00015000479",7.60909802273314,-0.000826275387146179
"ENSNFUG00015000482",9.00129331121148,0.000553945206039682
"ENSNFUG00015000486",8.07424418896726,-0.000582787484050785
"ENSNFUG00015000494",8.63007634299314,0.000279598372771862
"ENSNFUG00015000508",10.5502894896514,0.000145766025795824
"ENSNFUG00015000514",3.84701010815632,0.000166325272356975
"ENSNFUG00015000524",0.134186803027138,-0.00353345909581765
"ENSNFUG00015000527",6.16458995759019,0.00190846128428715
"ENSNFUG00015000537",-1.78575709095019,-0.000416666068429167
"ENSNFUG00015000544",-0.214962688564901,-0.00213215079443679
"ENSNFUG00015000551",0.705063932669312,0.00148659397712433
"ENSNFUG00015000556",2.92370671703556,0.00163110785562015
"ENSNFUG00015000567",0.451334206866613,0.00255274543891943
"ENSNFUG00015000569",4.6592616576994,0.0022427529613566
"ENSNFUG00015000575",-2.23583055569977,0.00392894805772449
"ENSNFUG00015000582",1.78414149448989,0.00100645724875324
"ENSNFUG00015000584",8.53411295204116,0.000348005573847129
"ENSNFUG00015000586",7.74226454416763,0.000361200378076407
"ENSNFUG00015000600",7.03728570917683,0.000158800492044498
"ENSNFUG00015000605",3.27758974781977,0.00438440012702765
"ENSNFUG00015000612",8.67204994569255,0.000601153158214435
"ENSNFUG00015000615",8.3530900984892,0.00211397932070976
"ENSNFUG00015000622",6.20467615167575,0.000734193798155715
"ENSNFUG00015000627",-1.81089557101021,-0.00228782284563421
"ENSNFUG00015000629",8.81578339244338,0.000829385153559083
"ENSNFUG00015000634",5.80033534427722,0.00153365121012997
"ENSNFUG00015000636",1.80178415311841,-0.00117025724567518
"ENSNFUG00015000637",2.47892772638299,0.00191853718551014
"ENSNFUG00015000640",2.44443291201431,-0.000282855940199727
"ENSNFUG00015000645",1.90375069104343,-0.00572162938483289
"ENSNFUG00015000647",0.12706717821436,-0.000329528873711765
