"","Intercept","Q3.00"
"ENSNFUG00015000040",1.31130715937559,-0.00959603788273917
"ENSNFUG00015000041",4.53410516388236,-0.00124134610183076
"ENSNFUG00015000042",8.87633956434457,-0.000342986093313128
"ENSNFUG00015000043",10.5312938761327,-0.00233938524694754
"ENSNFUG00015000044",6.76373171571082,0.000292961870335519
"ENSNFUG00015000045",8.11521848236293,-0.00157003913530906
"ENSNFUG00015000046",3.27689650741965,0.000808061521100516
"ENSNFUG00015000047",8.65579896180511,0.000167429313244448
"ENSNFUG00015000048",6.85122660174754,-0.000712643243582644
"ENSNFUG00015000049",9.41536255138993,-0.00153264674617368
"ENSNFUG00015000050",8.04978214680881,-0.000729367889636351
"ENSNFUG00015000051",9.11965294919659,-0.00177999191783292
"ENSNFUG00015000052",7.5765931940951,-0.00208900866470994
"ENSNFUG00015000053",2.13725133338538,0.000636401911688742
"ENSNFUG00015000054",8.62678360105307,0.00115045761745409
"ENSNFUG00015000055",5.17062416962552,0.00274713270150175
"ENSNFUG00015000056",2.67981886768242,0.00215462634303935
"ENSNFUG00015000058",9.57353056389823,-0.000174734906141311
"ENSNFUG00015000063",6.58468916174816,-0.00117633778079196
"ENSNFUG00015000126",8.97334716238427,-8.74490664578635e-05
"ENSNFUG00015000127",8.34396642418879,0.00328266070521055
"ENSNFUG00015000133",5.00354870430097,0.00192385578573712
"ENSNFUG00015000165",-0.764424163043089,-0.00105525412800611
"ENSNFUG00015000166",5.84244566505957,0.00329852745353818
"ENSNFUG00015000167",-0.0866519086345547,0.00427127043779079
"ENSNFUG00015000168",5.75900857191356,-0.00421762495908979
"ENSNFUG00015000176",7.06048975486542,-0.000325803949439806
"ENSNFUG00015000179",7.62406938240875,0.000934116961636133
"ENSNFUG00015000180",8.53196638149003,0.00271066743300417
"ENSNFUG00015000184",6.79663140002131,0.00671758067033745
"ENSNFUG00015000189",2.36468994153923,0.00356922975020844
"ENSNFUG00015000192",-0.860258424493083,0.00441724163662899
"ENSNFUG00015000196",7.8661550653569,7.23869097454489e-05
"ENSNFUG00015000197",7.47573049445,-0.000772601569861696
"ENSNFUG00015000201",1.35881390052436,0.00265655638919797
"ENSNFUG00015000204",7.03971134682204,2.82667665284917e-05
"ENSNFUG00015000207",8.22226867481098,0.00233358537861066
"ENSNFUG00015000208",9.27294233913742,-0.00131715298087742
"ENSNFUG00015000209",9.94999875781968,-0.000835777549363808
"ENSNFUG00015000213",12.9198898024041,-0.000634180494158442
"ENSNFUG00015000214",9.1925736762752,0.00302316458886653
"ENSNFUG00015000218",6.68158305408693,0.00476536802195268
"ENSNFUG00015000221",8.68860764556468,0.00284133045041358
"ENSNFUG00015000228",3.19369875022562,0.00291394169024062
"ENSNFUG00015000230",6.97879700807286,-0.000601287150166445
"ENSNFUG00015000231",5.7817482745274,0.00465532036585087
"ENSNFUG00015000246",5.95224086546489,0.000597151211365054
"ENSNFUG00015000247",8.17362149675479,-0.000809141297912054
"ENSNFUG00015000251",1.92956955142383,0.00454043947309848
"ENSNFUG00015000260",4.6946010628056,0.00107698551364772
"ENSNFUG00015000263",2.58958332648832,0.00281544442012359
"ENSNFUG00015000268",4.16106860491944,0.0027829251321182
"ENSNFUG00015000269",12.9203481872454,-0.00240753412357588
"ENSNFUG00015000273",3.59913756281553,0.00126154929938856
"ENSNFUG00015000278",5.78894202551489,-0.000354385177093371
"ENSNFUG00015000282",1.61263494249705,0.00337769356198683
"ENSNFUG00015000291",4.60671216547308,0.0101429757299946
"ENSNFUG00015000294",4.0250878921456,0.00444422370211534
"ENSNFUG00015000299",7.01698632534773,-0.000406693978649805
"ENSNFUG00015000302",-0.54432123627047,0.000995937010560427
"ENSNFUG00015000304",8.88833048489338,-0.000694364867700481
"ENSNFUG00015000306",6.27440284618807,-0.000527699671569432
"ENSNFUG00015000309",6.04198133374794,-0.00257349558394016
"ENSNFUG00015000310",10.1707333067788,-0.00178757866181538
"ENSNFUG00015000320",4.27333354790972,-0.00489778940975049
"ENSNFUG00015000330",10.3448681352169,-0.000160552001929673
"ENSNFUG00015000338",4.59956898477642,-0.000204379621094085
"ENSNFUG00015000351",9.64674671770243,-0.00100434894603536
"ENSNFUG00015000352",8.14289264649768,0.00230596891553035
"ENSNFUG00015000353",-1.73947497165776,-0.00199887661907261
"ENSNFUG00015000357",-0.996577276491316,0.00358899769432973
"ENSNFUG00015000358",-1.60579283405403,0.00870239367294202
"ENSNFUG00015000361",11.00884393275,-0.00019095570468488
"ENSNFUG00015000364",0.956909660281109,-0.00392804471779318
"ENSNFUG00015000368",8.26208913720975,-0.00126927718829136
"ENSNFUG00015000375",0.211171152635792,0.00266918463155703
"ENSNFUG00015000378",-1.84771746371551,-0.00425812900638011
"ENSNFUG00015000380",0.123023571634911,-0.00509578432118208
"ENSNFUG00015000382",9.27808675318933,0.000606169156201061
"ENSNFUG00015000387",8.16405914146418,8.85191726615007e-05
"ENSNFUG00015000388",3.92017861681644,-0.000473410100927647
"ENSNFUG00015000392",6.16800995855003,0.0086521949278559
"ENSNFUG00015000397",8.29387724761069,0.000921641252801162
"ENSNFUG00015000398",9.09342016517807,0.000870543565575308
"ENSNFUG00015000424",8.87272633397888,0.000168906481640143
"ENSNFUG00015000428",10.816790913253,0.00132431117061342
"ENSNFUG00015000443",11.0007346695125,0.00424313159738132
"ENSNFUG00015000453",6.34408785586652,-0.000501724366400709
"ENSNFUG00015000459",5.75146825847136,0.000871417896685313
"ENSNFUG00015000463",8.77907310821803,-0.000438031907094101
"ENSNFUG00015000467",9.3431902171087,-0.00132544734394735
"ENSNFUG00015000475",8.0577419650131,0.0014413958198077
"ENSNFUG00015000479",7.61665225295285,-0.00206650214897012
"ENSNFUG00015000482",9.00602665554018,0.00112696266016982
"ENSNFUG00015000486",8.0748850858687,-0.00132704317562068
"ENSNFUG00015000494",8.63050068479692,0.000611871741360192
"ENSNFUG00015000508",10.5659430629655,-3.2419189473373e-05
"ENSNFUG00015000514",3.83367694745279,0.000651968947843491
"ENSNFUG00015000524",0.0859193701535275,-0.0072267194756833
"ENSNFUG00015000527",6.17280447152748,0.00396387658155038
"ENSNFUG00015000537",-1.8961483293071,0.00161834324273341
"ENSNFUG00015000544",-0.196065928727147,-0.00572943792402792
"ENSNFUG00015000551",0.698794841611948,0.00335310883511464
"ENSNFUG00015000556",2.93332639401058,0.00339848977193963
"ENSNFUG00015000567",0.347880493291827,0.00692305774997395
"ENSNFUG00015000569",4.67631825592691,0.00454716187203272
"ENSNFUG00015000575",-2.27886503250797,0.00919333723532368
"ENSNFUG00015000582",1.81725193760461,0.00158269619481074
"ENSNFUG00015000584",8.53257672914118,0.000805141739882258
"ENSNFUG00015000586",7.73412877230856,0.000975016626087681
"ENSNFUG00015000600",7.0459584783612,0.000161410741141179
"ENSNFUG00015000605",3.37963543964159,0.00739502232350119
"ENSNFUG00015000612",8.66234064002363,0.00152728391122947
"ENSNFUG00015000615",8.39050891254468,0.00392259164134659
"ENSNFUG00015000622",6.2242844042758,0.00122169687870901
"ENSNFUG00015000627",-1.84771746371551,-0.00425812900638011
"ENSNFUG00015000629",8.84064192410871,0.00132097709665441
"ENSNFUG00015000634",5.82542732462708,0.00290289917164613
"ENSNFUG00015000636",1.80277151440114,-0.00268430311377213
"ENSNFUG00015000637",2.46030971491227,0.00443287116784837
"ENSNFUG00015000640",2.40484220136166,0.000266190211200608
"ENSNFUG00015000645",1.84723202545219,-0.0114020086039508
"ENSNFUG00015000647",0.0714355943961674,0.000498091263459506
"ENSNFUG00015000648",-0.682784496609715,-0.00344838564707368
"ENSNFUG00015000652",0.289456869897108,-0.000745078395887798
"ENSNFUG00015000654",-1.71808101456447,-0.00249281766287249
"ENSNFUG00015000655",4.48179970688117,-0.000129373675994376
"ENSNFUG00015000656",10.8117343318306,-0.00102935058161191
"ENSNFUG00015000657",-1.85479999908966,-0.00409460960328361
"ENSNFUG00015000659",8.64994574808739,0.000645002272038477
"ENSNFUG00015000663",1.29057552138454,0.00120240493444154
"ENSNFUG00015000666",1.87816470365472,-0.00640662054583153
"ENSNFUG00015000668",0.458877665307817,-0.00278793165041827
"ENSNFUG00015000670",4.30770754888566,0.00175548272675767
"ENSNFUG00015000671",6.04479099383807,6.66213424972472e-05
