"","Intercept","Q4.00","age_young_vs_old"
"ENSNFUG00015000040",1.40129088543224,0.0101730900364327,-3.4936698300864
"ENSNFUG00015000041",4.57080591492264,0.00042955171941024,-0.385286818407176
"ENSNFUG00015000042",8.8906823290702,0.000175263577545312,-0.123969410060333
"ENSNFUG00015000043",10.5722470305211,-0.000560254150578857,-0.463291477783349
"ENSNFUG00015000044",6.71871002095234,-0.00198069622643577,0.400644681001989
"ENSNFUG00015000045",8.15076325585144,3.10832042401335e-05,-0.382877120860228
"ENSNFUG00015000046",3.32537391844318,0.00649517378843315,-0.848120605912881
"ENSNFUG00015000047",8.64824633972334,-0.000384119337123361,0.0936637849616933
"ENSNFUG00015000048",6.85722124421713,-0.000755767426419834,-0.0457052351840003
"ENSNFUG00015000049",9.4518652757294,0.000866956541317039,-0.485446343467522
"ENSNFUG00015000050",8.06662101848668,0.000219959097142958,-0.198763091627395
"ENSNFUG00015000051",9.13557696922829,-0.00124344380801019,-0.191000619466166
"ENSNFUG00015000052",7.60731996877726,-0.000919910519432188,-0.338400886131075
"ENSNFUG00015000053",2.16784675231422,0.00640211199669993,-0.824012289443279
"ENSNFUG00015000054",8.57964375962515,-0.000685455195700123,0.393747148717445
"ENSNFUG00015000055",5.08830307307395,0.000205040104994812,0.62131070678898
"ENSNFUG00015000056",2.66192507988672,0.00189065315493892,0.17779597761355
"ENSNFUG00015000058",9.5814924580311,0.000342427501301239,-0.0936712803394077
"ENSNFUG00015000063",6.57452156389266,-0.00207403427010364,0.0883405612443294
"ENSNFUG00015000126",8.98548686441585,0.000666733027949763,-0.13221312534023
"ENSNFUG00015000127",8.27029872098226,0.00062966854796859,0.629954010880969
"ENSNFUG00015000133",5.00370013751061,0.00308028700138634,-0.0548667211840144
"ENSNFUG00015000165",-1.11060938318899,-0.0154947110914132,2.14387842934335
"ENSNFUG00015000166",5.59921314196781,-0.00473950748840835,1.55095849616
"ENSNFUG00015000167",-0.309958901216123,-0.00709221638531388,1.82460399481915
