,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0006824303325115,0.000999175690883,0.682993330140413,0.494611057182032,0.941082783047023,IL6R
1,3358,ENSNFUG00015000538,19.6680051481485,0.0001803916544151,0.002033379227693,0.0887152046988256,0.929308248580752,0.994931242388109,IL22RA1
2,4809,ENSNFUG00015000879,6.37403931661829,-0.0018568781167086,0.0025918971265481,-0.71641659604817,0.473734150320699,0.93863236207525,TGFB3
3,6239,ENSNFUG00015001596,0.697322676856754,0.0040373608572226,0.0089427272786913,0.451468632711503,0.651651827424712,,IL11
4,8353,ENSNFUG00015011121,387.053542436019,0.000221465682137,0.0004732263734765,0.4679909965923,0.639791028247392,0.963212748310709,TGFB1
5,8882,ENSNFUG00015003470,82.0045578107984,-0.0013134615947117,0.0016580527591197,-0.792171170360778,0.428260876233186,0.929021538477093,IL18R1
6,11395,ENSNFUG00015015354,10.495330576398,-0.0018811676896966,0.0033246865347779,-0.565818061347653,0.571517467208312,0.956764588659709,TNF
7,11599,ENSNFUG00015020257,2.82732970274718,-0.0025038393751389,0.0043692502084048,-0.573059279215117,0.566604557487808,,IL22RA1
8,13096,ENSNFUG00015020266,4.03307928281722,0.0004538903710816,0.0035700111948226,0.1271397612814,0.898829781846246,0.992974400873022,IL10
9,16839,ENSNFUG00015009023,29.4761190160937,-0.000776185802391,0.0023444341135938,-0.331075971762432,0.740587100876139,0.976133260798901,IL1R2
10,20431,ENSNFUG00015009884,212.049664229673,0.000146085036823,0.0011411960201934,0.128010468173828,0.898140688795968,0.992974400873022,IL6R
11,20507,ENSNFUG00015012860,357.980645435403,0.0008490872188725,0.0008148828571807,1.04197457510664,0.297423466789128,0.891322616937556,IL6R
12,21314,ENSNFUG00015015040,298.963018668563,0.0002568858037872,0.0006139765773008,0.418396748808442,0.675657063241344,0.967713693376665,TGFBR2
13,22518,ENSNFUG00015018588,3.54374500269721,-0.0003811300696502,0.0035708916781107,-0.106732464607251,0.915001226676077,,LTA
14,23080,ENSNFUG00015019724,3.06749010871486,-0.0023543553651728,0.0038550547540883,-0.610719046902245,0.541385594273154,,IL17D
15,23089,ENSNFUG00015022267,209.432529966608,0.0007279415927886,0.0005727801283872,1.27089184263123,0.203767128840105,0.841817020786439,IL6R
16,23108,ENSNFUG00015014619,2.27623537488683,-0.0039462597098047,0.0048587225414681,-0.812201082923398,0.416676258260051,,IFNG
