,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,human_ortho,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0006824303325115,0.000999175690883,0.682993330140413,0.494611057182032,0.941082783047023,ENSG00000160712,
1,4809,ENSNFUG00015000879,6.37403931661829,-0.0018568781167086,0.0025918971265481,-0.71641659604817,0.473734150320699,0.93863236207525,ENSG00000119699,
2,7211,ENSNFUG00015013070,174.465128909825,0.0014413496968277,0.0009944178119925,1.44944074758638,0.147214536222593,0.813166053473143,ENSG00000160712,
3,8353,ENSNFUG00015011121,387.053542436019,0.000221465682137,0.0004732263734765,0.4679909965923,0.639791028247392,0.963212748310709,ENSG00000105329,
4,8882,ENSNFUG00015003470,82.0045578107984,-0.0013134615947117,0.0016580527591197,-0.792171170360778,0.428260876233186,0.929021538477093,ENSG00000115604,
5,11395,ENSNFUG00015015354,10.495330576398,-0.0018811676896966,0.0033246865347779,-0.565818061347653,0.571517467208312,0.956764588659709,ENSG00000232810,
6,13096,ENSNFUG00015020266,4.03307928281722,0.0004538903710816,0.0035700111948226,0.1271397612814,0.898829781846246,0.992974400873022,ENSG00000136634,
7,16839,ENSNFUG00015009023,29.4761190160937,-0.000776185802391,0.0023444341135938,-0.331075971762432,0.740587100876139,0.976133260798901,ENSG00000115590,
8,18900,ENSNFUG00015012658,57.4789440446466,-0.0004794010518633,0.0008911578848131,-0.537952993552769,0.590609501305434,0.958045275376204,ENSG00000119699,
9,20431,ENSNFUG00015009884,212.049664229673,0.000146085036823,0.0011411960201934,0.128010468173828,0.898140688795968,0.992974400873022,ENSG00000160712,
10,20507,ENSNFUG00015012860,357.980645435403,0.0008490872188725,0.0008148828571807,1.04197457510664,0.297423466789128,0.891322616937556,ENSG00000160712,
11,21314,ENSNFUG00015015040,298.963018668563,0.0002568858037872,0.0006139765773008,0.418396748808442,0.675657063241344,0.967713693376665,ENSG00000163513,
12,23089,ENSNFUG00015022267,209.432529966608,0.0007279415927886,0.0005727801283872,1.27089184263123,0.203767128840105,0.841817020786439,ENSG00000160712,
13,23442,ENSNFUG00015017701,153.590373547669,0.0013035596424254,0.0007218933898249,1.80575090560322,0.0709572572027862,0.737544669735697,ENSG00000163513,
14,23803,ENSNFUG00015014192,25.1489118694334,-0.0006490201948824,0.0015347780253375,-0.422875610783957,0.672386018088786,0.967713693376665,ENSG00000095752,
15,25284,ENSNFUG00015016162,288.109983943729,0.0012725907165666,0.0005377524684127,2.36649907033043,0.0179572193625661,0.593266534530373,ENSG00000160712,
