,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,human_ortho,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0016076373929129,0.002374226498188,0.677120482877215,0.498329513992916,0.999943340246293,ENSG00000160712,
1,4809,ENSNFUG00015000879,6.37403931661829,-0.0030250441882736,0.0060445691540019,-0.500456543916091,0.616753647585247,0.999943340246293,ENSG00000119699,
2,6239,ENSNFUG00015001596,0.697322676856754,0.0049806537590072,0.0222259667608611,0.224091658760956,0.822685982795424,0.999943340246293,ENSG00000095752,
3,7211,ENSNFUG00015013070,174.465128909825,0.0026275141524211,0.0024419761151443,1.07597864537909,0.281936806965728,0.999943340246293,ENSG00000160712,
4,8353,ENSNFUG00015011121,387.053542436019,0.000379654571414,0.0011261131570092,0.337137142081119,0.736013519380148,0.999943340246293,ENSG00000105329,
5,8882,ENSNFUG00015003470,82.0045578107984,-0.0029329873279366,0.0039258544442898,-0.747095280672649,0.455006048724363,0.999943340246293,ENSG00000115604,
6,11395,ENSNFUG00015015354,10.495330576398,-0.0031782335843936,0.0078270710533098,-0.406056564805257,0.684701039250793,0.999943340246293,ENSG00000232810,
7,13096,ENSNFUG00015020266,4.03307928281722,-0.0010518870640328,0.0085180081202608,-0.12348979352706,0.901719256016001,0.999943340246293,ENSG00000136634,
8,16839,ENSNFUG00015009023,29.4761190160937,-0.0025646368893818,0.0055601102891296,-0.461256478022728,0.644614605794141,0.999943340246293,ENSG00000115590,
9,18900,ENSNFUG00015012658,57.4789440446466,-0.0016807895977831,0.0020689513739193,-0.812387192357791,0.416569492996978,0.999943340246293,ENSG00000119699,
10,20431,ENSNFUG00015009884,212.049664229673,-9.05467830361724e-05,0.0026973060440051,-0.0335693397630636,0.973220571806635,0.999943340246293,ENSG00000160712,
11,20507,ENSNFUG00015012860,357.980645435403,0.0016547487056614,0.0019599228463094,0.844292778553712,0.398505820459572,0.999943340246293,ENSG00000160712,
12,21314,ENSNFUG00015015040,298.963018668563,0.0004456621335288,0.0014615611292949,0.3049219937478,0.760425564366964,0.999943340246293,ENSG00000163513,
13,22518,ENSNFUG00015018588,3.54374500269721,-0.0018141515675033,0.008540688275775,-0.212412806664429,0.83178499546284,0.999943340246293,ENSG00000232810,
14,23080,ENSNFUG00015019724,3.06749010871486,-0.0039869942820784,0.0089151637618046,-0.447214923763933,0.654719887070973,0.999943340246293,ENSG00000172458,
15,23089,ENSNFUG00015022267,209.432529966608,0.0009353568810964,0.0014256696127649,0.656082498161936,0.511771044782778,0.999943340246293,ENSG00000160712,
16,23108,ENSNFUG00015014619,2.27623537488683,-0.0093858355224198,0.0110832197046539,-0.846850984870281,0.397078185755966,0.999943340246293,ENSG00000111537,
17,23442,ENSNFUG00015017701,153.590373547669,0.0028837800926335,0.0017544403037287,1.64370374215901,0.100237412605959,0.999943340246293,ENSG00000163513,
18,23803,ENSNFUG00015014192,25.1489118694334,-0.0008062943753909,0.0036176110880436,-0.2228803361577,0.823628640938133,0.999943340246293,ENSG00000095752,
19,25284,ENSNFUG00015016162,288.109983943729,0.0028640285261839,0.0013127256490115,2.18174188059817,0.0291285881290284,0.999943340246293,ENSG00000160712,
