,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,-0.316483588131493,0.25188680837516,-1.25645161877681,0.208952276643653,0.394293818478667,IL6R
1,3358,ENSNFUG00015000538,19.6680051481485,-0.547878664876009,0.510619325894494,-1.07296891655294,0.283285062737818,0.480667440928674,IL22RA1
2,4809,ENSNFUG00015000879,6.37403931661829,1.2950643947802,0.656106357999703,1.97386350397292,0.048397265604577,0.141417279466607,TGFB3
3,6239,ENSNFUG00015001596,0.697322676856754,-1.47721623917848,2.29965195407762,-0.642365135541123,0.520636131350025,,IL11
4,8353,ENSNFUG00015011121,387.053542436019,0.0466904785798173,0.118860652050726,0.392816948033325,0.694454686122536,0.8265274461455,TGFB1
5,8882,ENSNFUG00015003470,82.0045578107984,-1.45679208645646,0.411216336180825,-3.54264156912253,0.0003961407302007,0.0035910910406369,IL18R1
6,11395,ENSNFUG00015015354,10.495330576398,-0.736364324017683,0.81909770280881,-0.898994492955576,0.368655593984329,0.567301255607721,TNF
7,11599,ENSNFUG00015020257,2.82732970274718,-0.509456172352506,1.03339802844096,-0.4929912369981,0.622018779134684,0.779053998867728,IL22RA1
8,13096,ENSNFUG00015020266,4.03307928281722,-0.508566955016458,0.902817705067866,-0.563310790386226,0.573223271745414,0.743480183807916,IL10
9,16839,ENSNFUG00015009023,29.4761190160937,-1.66294764224157,0.582423040890429,-2.8552229659376,0.0043006624701353,0.0229845456922016,IL1R2
10,20431,ENSNFUG00015009884,212.049664229673,0.245169856305479,0.28814091005278,0.85086791827155,0.394842727929284,0.592714919173065,IL6R
11,20507,ENSNFUG00015012860,357.980645435403,-0.0623896211289806,0.202940569738815,-0.307428037721961,0.758517589798675,0.869229903618735,IL6R
12,21314,ENSNFUG00015015040,298.963018668563,-0.366336820400496,0.152877050223987,-2.39628394100855,0.0165622546618861,0.0638048286947779,TGFBR2
13,22518,ENSNFUG00015018588,3.54374500269721,-0.815294845505431,0.88620851474442,-0.919980830629414,0.357582776704951,0.556707709993108,LTA
14,23080,ENSNFUG00015019724,3.06749010871486,0.397310503176863,0.922460462380873,0.430707352108516,0.666681172314335,0.809017070071171,IL17D
15,23089,ENSNFUG00015022267,209.432529966608,0.0980521626941063,0.146215950384519,0.670598265348263,0.502476487868354,0.686109551918437,IL6R
16,23108,ENSNFUG00015014619,2.27623537488683,0.840901309412896,1.15938515493888,0.725299358742631,0.468268399063652,0.658081522472648,IFNG
