,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
0,3083,ENSNFUG00015019467,4845.54802856997,-0.0542630619264006,0.290867245954752,-0.186556109981672,0.852008681656161,0.925548002862525,ANXA4
1,3222,ENSNFUG00015021900,341.159405708938,4.82630351992938,1.63982650119245,2.94317936465827,0.0032486014181748,0.0204829410002157,FGG
2,5272,ENSNFUG00015003471,536.201842495568,4.47870852341309,1.65801279659469,2.70125087852861,0.006907920941264,0.035844452997648,FGB
3,7626,ENSNFUG00015001249,76.0366921181312,1.12341362579388,0.378143757524632,2.97086386708554,0.0029696338409699,0.0192296259131143,VTN
4,10764,ENSNFUG00015005492,40.2630235493744,4.43591788580776,1.40155210304876,3.16500390970726,0.0015508086725806,0.0119159418548618,C8B
5,10916,ENSNFUG00015007755,2549.62198755958,1.37890561240319,0.439276934246106,3.13903486594326,0.0016950527829139,0.0127229854819088,APOD
6,13926,ENSNFUG00015011347,485.589562558981,1.17008753379006,4.5071578845759,0.259606511188404,0.795167313296704,0.892762512932225,INS
7,14793,ENSNFUG00015008847,378.199399526949,-0.185021994798597,0.157695025597518,-1.17328998868249,0.240679535590874,0.44210402003254,CPN1
8,16804,ENSNFUG00015008403,321.900493553533,0.142525693501671,0.540872830298315,0.263510543546922,0.792157098066691,0.891140341544188,F5
9,20792,ENSNFUG00015019151,1886.36065601755,-0.166297647791572,0.234697705747952,-0.708561028586122,0.478596927636185,0.672114763550796,ANXA1
10,22522,ENSNFUG00015018768,310.279618867657,5.55218613479046,1.74665941790421,3.17874571188723,0.0014791379200153,0.0115027788301305,AHSG
