,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,human_ortho,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0007407038391813,0.0006002954762891,1.23389875226136,0.217240634543134,0.75923589522189,ENSG00000160712,
1,4809,ENSNFUG00015000879,6.37403931661829,-0.000759353544982,0.0018227472091831,-0.416598385753296,0.676972190274433,0.949607485313571,ENSG00000119699,
2,7211,ENSNFUG00015013070,174.465128909825,0.0007538198076555,0.0006449549622355,1.16879449232022,0.242486439951,0.776477301388666,ENSG00000160712,
3,8353,ENSNFUG00015011121,387.053542436019,0.0002615596614064,0.0002929686368625,0.89279065570812,0.371969291333646,0.856613557429629,ENSG00000105329,
4,8882,ENSNFUG00015003470,82.0045578107984,-0.0009408296450754,0.0010028194412516,-0.938184489025429,0.348149608145557,0.844551820537689,ENSG00000115604,
5,11395,ENSNFUG00015015354,10.495330576398,-0.0009709680179799,0.0020359688723115,-0.476907103632466,0.633428273355232,0.939652200867529,ENSG00000232810,
6,13096,ENSNFUG00015020266,4.03307928281722,-0.0007266336003649,0.0022479526670582,-0.32324239340672,0.746511677391257,0.963083488719364,ENSG00000136634,
7,16839,ENSNFUG00015009023,29.4761190160937,-0.0005452014255029,0.0013929638602308,-0.391396676589011,0.695504048490825,0.95389230652332,ENSG00000115590,
8,18900,ENSNFUG00015012658,57.4789440446466,-0.0001737821415152,0.0005866360598834,-0.296235014175164,0.767050610745549,0.968118563357216,ENSG00000119699,
9,20431,ENSNFUG00015009884,212.049664229673,0.0004075321704981,0.0007185634138245,0.567148511401494,0.57061328627239,0.925400000782896,ENSG00000160712,
10,20507,ENSNFUG00015012860,357.980645435403,0.0007139044418185,0.000497279246291,1.43562082500564,0.151110265634414,0.687893685002403,ENSG00000160712,
11,21314,ENSNFUG00015015040,298.963018668563,0.0004944007895574,0.0003573618486014,1.38347389765399,0.166519605519797,0.707681448119319,ENSG00000163513,
12,23089,ENSNFUG00015022267,209.432529966608,0.0003907746827197,0.0003739393476318,1.04502156618317,0.296013002206405,0.813827090150295,ENSG00000160712,
13,23442,ENSNFUG00015017701,153.590373547669,0.0007855680954199,0.0004494229687895,1.74794825804255,0.0804729874245445,0.547873511051668,ENSG00000163513,
14,23803,ENSNFUG00015014192,25.1489118694334,-0.0011989550530185,0.0010122139646496,-1.18448776137321,0.236220038117501,0.773658548996899,ENSG00000095752,
15,25284,ENSNFUG00015016162,288.109983943729,0.0007877424483618,0.0003325583505606,2.36873453044793,0.0178490598284879,0.289647561670343,ENSG00000160712,
