,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,-0.351069415237616,0.254419480105281,-1.37988417825687,0.167622308797881,0.344862551664684,IL6R
1,3358,ENSNFUG00015000538,19.6680051481485,-0.419225298683241,0.519066195119546,-0.807652863208881,0.419290445872635,0.619827666138509,IL22RA1
2,4809,ENSNFUG00015000879,6.37403931661829,1.2814160744372,0.694403606104677,1.84534766693598,0.0649869806539265,0.178677131980434,TGFB3
3,6239,ENSNFUG00015001596,0.697322676856754,-1.69181398924256,2.29237405406299,-0.738018294284915,0.460503332206408,,IL11
4,8353,ENSNFUG00015011121,387.053542436019,0.0297801454666695,0.120468887956489,0.247201962032103,0.804751926937077,0.899207400966601,TGFB1
5,8882,ENSNFUG00015003470,82.0045578107984,-1.4337610438731,0.419842546029733,-3.41499702074397,0.0006378270918297,0.0055906256160977,IL18R1
6,11395,ENSNFUG00015015354,10.495330576398,-0.73830386955077,0.84195984356348,-0.876887271043711,0.380547870683759,0.584125213804835,TNF
7,11599,ENSNFUG00015020257,2.82732970274718,-0.506418807465792,1.07265904551177,-0.472115356305205,0.636844452043504,0.791603638447154,IL22RA1
8,13096,ENSNFUG00015020266,4.03307928281722,-0.416188223981635,0.918323346986806,-0.453204446284881,0.650401531082632,0.800837803029603,IL10
9,16839,ENSNFUG00015009023,29.4761190160937,-1.64459856846479,0.592255123699936,-2.77684143649219,0.0054889949584178,0.0286784122430055,IL1R2
10,20431,ENSNFUG00015009884,212.049664229673,0.234029795245765,0.295837549580341,0.791075357329543,0.428900018323849,0.628699783600193,IL6R
11,20507,ENSNFUG00015012860,357.980645435403,-0.0897690443513586,0.204972706550534,-0.437956086261792,0.66141811706528,0.808081349482304,IL6R
12,21314,ENSNFUG00015015040,298.963018668563,-0.410255466826759,0.15162135641404,-2.7057894516288,0.0068142234544505,0.0338340465546799,TGFBR2
13,22518,ENSNFUG00015018588,3.54374500269721,-0.771172692724923,0.898682291371092,-0.858114931304998,0.390829003290083,0.593043265433741,LTA
14,23080,ENSNFUG00015019724,3.06749010871486,0.807194833973152,0.996402492315916,0.810109208074146,0.417877412511721,0.618764284810947,IL17D
15,23089,ENSNFUG00015022267,209.432529966608,0.106247838366485,0.151894519462561,0.699484344414892,0.484249393528263,0.67841091869279,IL6R
16,23108,ENSNFUG00015014619,2.27623537488683,1.00557415269255,1.24561190529477,0.807293305738418,0.419497519885825,0.619944117370611,IFNG
