,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0007407038391813,0.0006002954762891,1.23389875226136,0.217240634543134,0.75923589522189,IL6R
1,3358,ENSNFUG00015000538,19.6680051481485,-0.0010453242689775,0.0012573083921249,-0.831398466378511,0.405748565159427,0.86948007957178,IL22RA1
2,4809,ENSNFUG00015000879,6.37403931661829,-0.000759353544982,0.0018227472091831,-0.416598385753296,0.676972190274433,0.949607485313571,TGFB3
3,6239,ENSNFUG00015001596,0.697322676856754,0.00539172711712,0.005044713886807,1.06878749481126,0.285165435447226,,IL11
4,8353,ENSNFUG00015011121,387.053542436019,0.0002615596614064,0.0002929686368625,0.89279065570812,0.371969291333646,0.856613557429629,TGFB1
5,8882,ENSNFUG00015003470,82.0045578107984,-0.0009408296450754,0.0010028194412516,-0.938184489025429,0.348149608145557,0.844551820537689,IL18R1
6,11395,ENSNFUG00015015354,10.495330576398,-0.0009709680179799,0.0020359688723115,-0.476907103632466,0.633428273355232,0.939652200867529,TNF
7,11599,ENSNFUG00015020257,2.82732970274718,-0.0007828132346001,0.0025210512248321,-0.310510642104167,0.756172667934792,,IL22RA1
8,13096,ENSNFUG00015020266,4.03307928281722,-0.0007266336003649,0.0022479526670582,-0.32324239340672,0.746511677391257,0.963083488719364,IL10
9,16839,ENSNFUG00015009023,29.4761190160937,-0.0005452014255029,0.0013929638602308,-0.391396676589011,0.695504048490825,0.95389230652332,IL1R2
10,20431,ENSNFUG00015009884,212.049664229673,0.0004075321704981,0.0007185634138245,0.567148511401494,0.57061328627239,0.925400000782896,IL6R
11,20507,ENSNFUG00015012860,357.980645435403,0.0007139044418185,0.000497279246291,1.43562082500564,0.151110265634414,0.687893685002403,IL6R
12,21314,ENSNFUG00015015040,298.963018668563,0.0004944007895574,0.0003573618486014,1.38347389765399,0.166519605519797,0.707681448119319,TGFBR2
13,22518,ENSNFUG00015018588,3.54374500269721,-0.0003920549197123,0.0020840968856329,-0.188117415469028,0.850784609246962,,LTA
14,23080,ENSNFUG00015019724,3.06749010871486,-0.0048695655872848,0.0030849870105529,-1.57847199052292,0.114457217927888,,IL17D
15,23089,ENSNFUG00015022267,209.432529966608,0.0003907746827197,0.0003739393476318,1.04502156618317,0.296013002206405,0.813827090150295,IL6R
16,23108,ENSNFUG00015014619,2.27623537488683,-0.0034354522827548,0.0034762245142042,-0.988271116758215,0.323019886964142,,IFNG
