,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,human_ortho,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0006399902538545,0.0007917371985602,0.808336724633265,0.418896766757746,0.872844933153194,ENSG00000160712,
1,4809,ENSNFUG00015000879,6.37403931661829,-0.0014093583703309,0.0021366793146161,-0.659602197058792,0.509509143980629,0.90331228700639,ENSG00000119699,
2,7211,ENSNFUG00015013070,174.465128909825,0.0011703102877549,0.0007939726508886,1.47399319919275,0.140483422266472,0.689285041264995,ENSG00000160712,
3,8353,ENSNFUG00015011121,387.053542436019,0.0002397276829304,0.0003760992244409,0.637405416846631,0.523860800910202,0.905313936047379,ENSG00000105329,
4,8882,ENSNFUG00015003470,82.0045578107984,-0.0010852861531315,0.001313983888079,-0.825950883399462,0.408831954483284,0.868226945128073,ENSG00000115604,
5,11395,ENSNFUG00015015354,10.495330576398,-0.0014420555771438,0.0026434618191043,-0.545517838283916,0.585397415330757,0.924825955217375,ENSG00000232810,
6,16839,ENSNFUG00015009023,29.4761190160937,-0.0006143866894106,0.001846241444487,-0.332777000129229,0.73930262091895,0.959777197119461,ENSG00000115590,
7,18900,ENSNFUG00015012658,57.4789440446466,-0.0002918365430612,0.0007225696380645,-0.403887082555776,0.686295755689082,0.951799660380925,ENSG00000119699,
8,20431,ENSNFUG00015009884,212.049664229673,0.0001640467149443,0.0009153401559586,0.179219401526795,0.857765430143689,0.980768805866874,ENSG00000160712,
9,20507,ENSNFUG00015012860,357.980645435403,0.0007864917139313,0.0006426560124934,1.22381444916351,0.221022232281023,0.761994892112634,ENSG00000160712,
10,21314,ENSNFUG00015015040,298.963018668563,0.0003487130675106,0.0004827641749999,0.722325900654698,0.47009413238342,0.892325287836902,ENSG00000163513,
11,23089,ENSNFUG00015022267,209.432529966608,0.0005751273532753,0.0004604052905635,1.24917624767373,0.211600617495559,0.752765893576448,ENSG00000160712,
12,23442,ENSNFUG00015017701,153.590373547669,0.0010762853068116,0.0005674655696248,1.89665305601395,0.0578737432445115,0.533694369302244,ENSG00000163513,
13,23803,ENSNFUG00015014192,25.1489118694334,-0.0008331818950602,0.0012392919244588,-0.672304788417101,0.501389681985311,0.900797859146396,ENSG00000095752,
14,25284,ENSNFUG00015016162,288.109983943729,0.0010591370968272,0.0004178921163129,2.53447494097763,0.0112615981426882,0.315595713877841,ENSG00000160712,
