,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,human_ortho,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0010997730377244,0.0016760059032766,0.656186852071579,0.511703907441533,0.999986564374556,ENSG00000160712,
1,4809,ENSNFUG00015000879,6.37403931661829,-0.0026664597633972,0.0042607810942658,-0.625814775367304,0.531436439343927,0.999986564374556,ENSG00000119699,
2,6239,ENSNFUG00015001596,0.697322676856754,0.0046977545075317,0.0154949324013307,0.303180058218795,0.761752645491676,0.999986564374556,ENSG00000095752,
3,7211,ENSNFUG00015013070,174.465128909825,0.0021150834110744,0.0016961190489542,1.24701353503369,0.212392534735846,0.999986564374556,ENSG00000160712,
4,8353,ENSNFUG00015011121,387.053542436019,0.0002799288335901,0.0007933905498434,0.352826024516395,0.724218872172847,0.999986564374556,ENSG00000105329,
5,8882,ENSNFUG00015003470,82.0045578107984,-0.0021096513498284,0.0027740370486981,-0.760498620888465,0.446956593304335,0.999986564374556,ENSG00000115604,
6,11395,ENSNFUG00015015354,10.495330576398,-0.0027068238306934,0.0055353797687566,-0.489004177449861,0.624838739342974,0.999986564374556,ENSG00000232810,
7,13096,ENSNFUG00015020266,4.03307928281722,0.0002389918294078,0.0060192950412487,0.0397042889192346,0.968328882311851,0.999986564374556,ENSG00000136634,
8,16839,ENSNFUG00015009023,29.4761190160937,-0.0015518926518383,0.0039341154808459,-0.394470538395243,0.693233674451568,0.999986564374556,ENSG00000115590,
9,18900,ENSNFUG00015012658,57.4789440446466,-0.0010540169099151,0.0014685373467622,-0.717732451434766,0.472922270038765,0.999986564374556,ENSG00000119699,
10,20431,ENSNFUG00015009884,212.049664229673,4.63692681157523e-05,0.0019037551536792,0.0243567393769829,0.980568055054596,0.999986564374556,ENSG00000160712,
11,20507,ENSNFUG00015012860,357.980645435403,0.0012186779705626,0.001378688255739,0.883940198583462,0.37672849569569,0.999986564374556,ENSG00000160712,
12,21314,ENSNFUG00015015040,298.963018668563,0.0002951021433886,0.0010311385750334,0.286190576643989,0.774732160792082,0.999986564374556,ENSG00000163513,
13,22518,ENSNFUG00015018588,3.54374500269721,-0.0008434833725668,0.0060331704877861,-0.139807647450774,0.88881197085246,0.999986564374556,ENSG00000232810,
14,23080,ENSNFUG00015019724,3.06749010871486,-0.0028711521148346,0.0063207191814537,-0.45424453015713,0.649652835633221,0.999986564374556,ENSG00000172458,
15,23089,ENSNFUG00015022267,209.432529966608,0.0009428192282913,0.0009851109664885,0.957069061622659,0.33853239813501,0.999986564374556,ENSG00000160712,
16,23108,ENSNFUG00015014619,2.27623537488683,-0.0064747452359612,0.0078899868235076,-0.82062814308766,0.411858112164009,0.999986564374556,ENSG00000111537,
17,23442,ENSNFUG00015017701,153.590373547669,0.0020867466798572,0.0012283955566435,1.69875791928051,0.0893648053844977,0.999986564374556,ENSG00000163513,
18,23803,ENSNFUG00015014192,25.1489118694334,-0.000659166660584,0.0025533826689442,-0.258154278479783,0.796287842646237,0.999986564374556,ENSG00000095752,
19,25284,ENSNFUG00015016162,288.109983943729,0.0020602032202041,0.0009173525623446,2.24581399210183,0.0247159247002247,0.999986564374556,ENSG00000160712,
