,index,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name
0,2207,ENSNFUG00015003795,87.506134317212,0.0006399902538545,0.0007917371985602,0.808336724633265,0.418896766757746,0.872844933153194,IL6R
1,3358,ENSNFUG00015000538,19.6680051481485,-0.000268985365388,0.0016200893123634,-0.166031195524424,0.868132400397099,0.983115437265134,IL22RA1
2,4809,ENSNFUG00015000879,6.37403931661829,-0.0014093583703309,0.0021366793146161,-0.659602197058792,0.509509143980629,0.90331228700639,TGFB3
3,6239,ENSNFUG00015001596,0.697322676856754,0.0039703517080353,0.0069366395157691,0.572373942599949,0.567068665171658,,IL11
4,8353,ENSNFUG00015011121,387.053542436019,0.0002397276829304,0.0003760992244409,0.637405416846631,0.523860800910202,0.905313936047379,TGFB1
5,8882,ENSNFUG00015003470,82.0045578107984,-0.0010852861531315,0.001313983888079,-0.825950883399462,0.408831954483284,0.868226945128073,IL18R1
6,11395,ENSNFUG00015015354,10.495330576398,-0.0014420555771438,0.0026434618191043,-0.545517838283916,0.585397415330757,0.924825955217375,TNF
7,11599,ENSNFUG00015020257,2.82732970274718,-0.0022550957580351,0.0034753401762833,-0.648884898642298,0.51641277639919,,IL22RA1
8,13096,ENSNFUG00015020266,4.03307928281722,0.0001264938187162,0.0028353276059875,0.0446134755112967,0.964415401450451,,IL10
9,16839,ENSNFUG00015009023,29.4761190160937,-0.0006143866894106,0.001846241444487,-0.332777000129229,0.73930262091895,0.959777197119461,IL1R2
10,20431,ENSNFUG00015009884,212.049664229673,0.0001640467149443,0.0009153401559586,0.179219401526795,0.857765430143689,0.980768805866874,IL6R
11,20507,ENSNFUG00015012860,357.980645435403,0.0007864917139313,0.0006426560124934,1.22381444916351,0.221022232281023,0.761994892112634,IL6R
12,21314,ENSNFUG00015015040,298.963018668563,0.0003487130675106,0.0004827641749999,0.722325900654698,0.47009413238342,0.892325287836902,TGFBR2
13,22518,ENSNFUG00015018588,3.54374500269721,-0.0004400418222607,0.0027970583639239,-0.157323074819022,0.874990235621672,,LTA
14,23080,ENSNFUG00015019724,3.06749010871486,-0.0028637877328666,0.0031878784227667,-0.898336559015046,0.369006147476662,,IL17D
15,23089,ENSNFUG00015022267,209.432529966608,0.0005751273532753,0.0004604052905635,1.24917624767373,0.211600617495559,0.752765893576448,IL6R
16,23108,ENSNFUG00015014619,2.27623537488683,-0.0034457817669644,0.0039974878896346,-0.861986793230638,0.388694785401596,,IFNG
