GENE,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,FDR_p_values
ENSG00000143156,0.591912063155506,0.517714256456507,0.671778748119754,7.97748733404937,0.007230122643904,2,-12.6074377555723,33.2148755111446,35.7711048296057,4.96415355067879,11,14,0.067906335927044
ENSG00000133789,0.591889942644983,0.51768811403498,0.294628946798075,7.97675682301434,0.007232278415324,2,-1.06846576180411,10.1369315236082,12.6931608420693,0.954868379204774,11,14,0.067906335927044
ENSG00000177453,0.591866781891897,0.517660742235878,0.595963182793987,7.97599204371354,0.007234536127943,2,-10.9309356399007,29.8618712798015,32.4181005982625,3.90689326770533,11,14,0.067906335927044
ENSG00000074935,0.591561418712377,0.517299858478263,0.631923980971784,7.96591691377678,0.007264356924188,2,-11.7511986123538,31.5023972247076,34.0586265431686,4.39260709499951,11,14,0.068128387700115
ENSG00000197429,0.591495847608908,0.517222365355982,0.384689017418358,7.96375543016373,0.007270773487339,2,-4.80252481426499,17.60504962853,20.161278946991,1.62784204134532,11,14,0.068159647132158
ENSG00000082397,0.591349475021731,0.517049379571136,0.194745976780041,7.95893291166693,0.007285113737053,2,4.72782447243075,-1.4556489448615,1.10058037359953,0.417185950192136,11,14,0.06824108755584
ENSG00000144229,0.591344156585474,0.51704309414647,0.431499702504505,7.95875775088575,0.007285635224238,2,-6.41016665649343,20.8203333129869,23.3765626314479,2.04811192587624,11,14,0.06824108755584
ENSG00000175216,0.591095149118778,0.516748812594919,0.19578362617036,7.95056188046454,0.007310085299587,2,4.65342742011483,-1.30685484022965,1.24937447823138,0.42164351104057,11,14,0.068441099342383
ENSG00000179958,0.590941439778623,0.516567156102009,0.50370255743517,7.94550764815549,0.007325211521087,2,-8.57623418191594,25.1524683638319,27.7086976822929,2.79087893003403,11,14,0.06852686320748
ENSG00000185101,0.590939061888534,0.516564345868267,0.210460728813276,7.94542948879975,0.007325445725369,2,3.64138179895484,0.717236402090329,3.27346572055136,0.48723090209877,11,14,0.06852686320748
ENSG00000113742,0.590559241698652,0.516115467462043,0.390689156400437,7.93295675500875,0.007362933885678,2,-5.0192026248546,18.0384052497092,20.5946345681702,1.67901818621773,11,14,0.068740641404813
ENSG00000011485,0.590550009604653,0.516104556805499,0.280616570906946,7.93265387474902,0.007363847041239,2,-0.386280258032042,8.77256051606408,11.3287898345251,0.866202258543307,11,14,0.068740641404813
ENSG00000184557,0.590376820902196,0.51589987924805,0.482990285672193,7.92697454795835,0.007380994488194,2,-7.98838273498263,23.9767654699653,26.5329947884263,2.56607577659077,11,14,0.068846014211673
ENSG00000112077,0.59037309134526,0.515895471589852,0.429599890492257,7.92685229850402,0.007381364111362,2,-6.34839119743392,20.6967823948678,23.2530117133289,2.03011672502055,11,14,0.068846014211673
ENSG00000125505,0.590315378416883,0.515827265401771,0.114062762803664,7.92496083632994,0.007387085765819,2,12.2170849693148,-16.4341699386295,-13.8779406201685,0.143113452442455,11,14,0.0688703208998
ENSG00000110768,0.590257810171076,0.515759230202181,0.213282645126481,7.92307464675867,0.007392796691058,2,3.45491321982106,1.09017356035788,3.64640287881892,0.500384353833632,11,14,0.068894507106174
ENSG00000113761,0.590197975425387,0.515688516411821,0.318155669651579,7.92111475830107,0.007398736287164,2,-2.14400222429591,12.2880044485918,14.8442337670529,1.11345333144589,11,14,0.068907384691118
ENSG00000172426,0.590155651161785,0.515638496827564,1.49172497802988,7.91972877164425,0.007402940033193,2,-23.776069219106,55.5521384382119,58.108367756673,24.4776775108608,11,14,0.068907384691118
ENSG00000204291,0.590088488995669,0.515559123358518,0.321558305355406,7.91753000915822,0.007409614749248,2,-2.292935500621,12.585871001242,15.142100319703,1.13739718117345,11,14,0.068907384691118
ENSG00000213799,0.590072761131676,0.51554053588289,0.127127356334713,7.91701521270877,0.00741117852848,2,10.698917381824,-13.397834763648,-10.8416054451869,0.177775012015185,11,14,0.068907384691118
ENSG00000181938,0.590065182478947,0.515531579293301,0.616631856534503,7.91676716620329,0.007411932149946,2,-11.4082416666692,30.8164833333385,33.3727126517995,4.18258331142507,11,14,0.068907384691118
ENSG00000104899,0.589799237370872,0.515217280529212,1.16178072729481,7.90806868507136,0.007438417473045,2,-20.276360196049,48.552720392098,51.108949710559,14.8470790414502,11,14,0.069065066833808
ENSG00000104320,0.589564638492244,0.514940027309015,0.096146489410544,7.90040482816943,0.007461845276481,2,14.6093474017189,-21.2186948034377,-18.6624654849767,0.10168562168569,11,14,0.069246049469608
ENSG00000137806,0.589435768022157,0.514787725844367,0.195298060085316,7.89619862525388,0.007474740366824,2,4.68819217092101,-1.37638434184202,1.17984497661901,0.419554655003965,11,14,0.069336607557135
ENSG00000132792,0.589338382595874,0.514672633976942,0.107308309774356,7.89302181383934,0.007484497077895,2,13.0716835653447,-18.1433671306895,-15.5871378122285,0.12666580681292,11,14,0.069345319550476
ENSG00000101557,0.588923165078578,0.514181922365592,0.291912948701681,7.87949388719831,0.007526213294269,2,-0.938810078511981,9.87762015702396,12.433849475485,0.937344865816815,11,14,0.069697086246255
ENSG00000168152,0.588847751096972,0.514092796750967,0.691975614439508,7.87703980623781,0.007533810385552,2,-13.0221411818621,34.0442823637242,36.6005116821852,5.26713276076829,11,14,0.069708278542452
ENSG00000137261,0.588790874566477,0.514025579033109,0.263174282190252,7.87518955641255,0.007539544191321,2,0.512138081727947,6.97572383654411,9.53195315500514,0.761867730869895,11,14,0.069708278542452
ENSG00000102178,0.588594590562962,0.513793607028956,0.557482588841222,7.86880817276112,0.007559359296695,2,-9.99646897035636,27.9929379407127,30.5491672591737,3.41865520547222,11,14,0.069770203446114
ENSG00000110811,0.588497028689521,0.513678306633071,0.277379072055058,7.86563860641059,0.007569224125215,2,-0.223822027020101,8.4476440540402,11.0038733725012,0.846330645755378,11,14,0.069832094861386
ENSG00000178950,0.588428293546846,0.513597074191727,0.082463405190945,7.86340645813082,0.007576180502661,2,16.7586041377463,-25.5172082754926,-22.9609789570316,0.074802345152546,11,14,0.069843155369369
ENSG00000133302,0.588391544848102,0.513553643911394,0.344900570279183,7.8622133635965,0.007579901820001,2,-3.27401758905092,14.5480351781018,17.1042644965629,1.30852043716796,11,14,0.069843155369369
ENSG00000010270,0.588182696663309,0.513306823329365,0.244902579716889,7.85543687804526,0.007601079018414,2,1.51952187137917,4.96095625724165,7.51718557570269,0.659750009071859,11,14,0.069993968205001
ENSG00000006652,0.587764936744203,0.51281310706133,0.129334922850461,7.84190244896072,0.007643585134282,2,10.4578940651553,-12.9157881303107,-10.3595588118496,0.184002744956082,11,14,0.070283464805868
ENSG00000110367,0.587628258584613,0.512651578327269,0.28619811696532,7.83748035479419,0.007657533970561,2,-0.662011188698435,9.32402237739687,11.8802516958579,0.901002983699445,11,14,0.070382448407176
ENSG00000171843,0.58757076677719,0.512583633463951,0.967023330604465,7.83562113679921,0.007663407578056,2,-17.7075478687076,43.4150957374151,45.9713250558761,10.2864753412669,11,14,0.070398190125737
ENSG00000076003,0.587493283231369,0.512492062000709,0.60181152344651,7.83311622919553,0.007671329457732,2,-11.067651533764,30.1353030675279,32.6915323859889,3.98394820728311,11,14,0.070398190125737
ENSG00000173848,0.587424623774228,0.512410919005906,0.146413537388534,7.8308973751993,0.007678354764767,2,8.7214779180582,-9.44295583611641,-6.88672651765537,0.235806163236861,11,14,0.070398190125737
ENSG00000141519,0.587424621865855,0.512410916750556,1.20587355700151,7.83089731353704,0.007678354960106,2,-20.7978645372946,49.5957290745892,52.1519583930502,15.9954413902301,11,14,0.070398190125737
ENSG00000182240,0.587213357963039,0.512161241229047,0.235984007556234,7.82407456999913,0.007700004727996,2,2.03887230468113,3.92225539063774,6.47848470909878,0.612572970045306,11,14,0.07049434642795
ENSG00000009307,0.586991906551942,0.511899525925022,0.136861988956498,7.81693031505132,0.0077227520742,2,9.66594630379695,-11.3318926075939,-8.77566328913287,0.206043244232414,11,14,0.070571076726002
ENSG00000122299,0.586910404314392,0.511803205098827,0.096277907827286,7.81430289565054,0.00773113775998,2,14.5902244823089,-21.1804489646178,-18.6242196461568,0.101963790891593,11,14,0.070589343322742
ENSG00000182749,0.586827599889282,0.511705345323697,0.331414253940287,7.81163455866403,0.007739665054564,2,-2.71559877635083,13.4311975527017,15.9874268711627,1.20818948486277,11,14,0.070638024785773
ENSG00000134308,0.586486211626776,0.511301886468008,0.125481037416142,7.80064475392022,0.007774902917115,2,10.8814037264237,-13.7628074528475,-11.2065781343864,0.173200398261345,11,14,0.070882699867396
ENSG00000127483,0.58639439268986,0.511193373178926,0.148900256111142,7.79769205927582,0.007784402770567,2,8.48569560266854,-8.97139120533709,-6.41516188687605,0.2438841489696,11,14,0.070882699867396
ENSG00000187583,0.586373106032175,0.511168216219843,0.266064985735486,7.7970077144641,0.007786606505405,2,0.359200631525542,7.28159873694892,9.83782805540995,0.778696342978666,11,14,0.070882699867396
ENSG00000162408,0.586319157128157,0.511104458424185,0.203500027949667,7.79527362644607,0.00779219393709,2,4.11224284741856,-0.224485694837121,2.33174362362391,0.455534875130666,11,14,0.070882699867396
ENSG00000186951,0.586277243893245,0.511054924601108,0.188083517138022,7.79392671497337,0.007796537110989,2,5.21516337867725,-2.43032675735449,0.125902561106543,0.389129503609093,11,14,0.070882699867396
ENSG00000141510,0.586257921980763,0.511032089613629,0.116938681718433,7.79330588353711,0.007798539971839,2,11.8684729050558,-15.7369458101117,-13.1807164916506,0.150421208102495,11,14,0.070882699867396
ENSG00000198003,0.586208269042141,0.510973408867984,1.57293841735768,7.79171075330193,0.007803688801526,2,-24.5182416962223,57.0364833924446,59.5927127109057,27.2154879127964,11,14,0.070900345646418
ENSG00000105122,0.586116412794733,0.510864851484684,0.22439263743475,7.78876082557064,0.007813221293368,2,2.74400575513675,2.5119884897265,5.06821780818753,0.553872613084156,11,14,0.070957788286732
ENSG00000146278,0.585930898620179,0.510645607460211,0.155351356539384,7.78280710072811,0.007832502300174,2,7.89191768730035,-7.78383537460071,-5.22760605613968,0.265474483764895,11,14,0.071045491185392
ENSG00000169991,0.58585815255787,0.510559634841119,0.293166304067596,7.78047391001349,0.007840073619476,2,-0.9987917028164,9.9975834056328,12.5538127240938,0.945411300247194,11,14,0.071045491185392
ENSG00000214447,0.585828074560118,0.510524088116503,1.19705936212296,7.77950945530309,0.00784320584919,2,-20.6951573158294,49.3903146316589,51.9465439501199,15.7624622809086,11,14,0.071045491185392
ENSG00000154654,0.585807237663619,0.510499462693368,0.219124506039591,7.77884139977619,0.00784537633945,2,3.07660759262309,1.84678481475382,4.40301413321486,0.528171040618044,11,14,0.071045491185392
ENSG00000179094,0.585549751049624,0.510195160331374,0.133935271576307,7.77059161848529,0.007872238200536,2,9.96857594429537,-11.9371518885907,-9.38092257012971,0.197325226694411,11,14,0.071259551770209
ENSG00000198795,0.58538372283087,0.509998945163756,0.273763463299969,7.76527756592741,0.007889598686436,2,-0.04013361435872,8.08026722871744,10.6364965471785,0.824410772217927,11,14,0.071387465805839
ENSG00000173744,0.585261752969112,0.509854798963496,0.208836108277299,7.76137639673821,0.007902372225684,2,3.74987201072341,0.500255978553172,3.05648529701421,0.479737721324486,11,14,0.071443645643608
ENSG00000184226,0.585170890304865,0.509747415814841,0.587259613705293,7.75847167293069,0.007911898994669,2,-10.724969079147,29.449938158294,32.006167476755,3.79361239278219,11,14,0.071472222017636
ENSG00000157087,0.584979581993673,0.509521324174341,0.356529781625455,7.75236003187717,0.007931988011735,2,-3.73828001540832,15.4765600308166,18.0327893492777,1.39824833704484,11,14,0.071565957142611
ENSG00000006453,0.584941282147919,0.509476060720268,0.159643137567656,7.75113716069469,0.007936014834147,2,7.51039576250767,-7.02079152501535,-4.46456220655431,0.280345245096901,11,14,0.071573075442198
ENSG00000154359,0.584817252331253,0.509329480027845,0.17423519282032,7.74717857589826,0.007949066733796,2,6.28588386715676,-4.57176773431351,-2.01553841585248,0.333936926588476,11,14,0.071661549816707
ENSG00000000460,0.584626732407766,0.509104320118269,0.383509900631953,7.74110247123383,0.007969149722461,2,-4.7595472791877,17.5190945583754,20.0753238768364,1.61787828271003,11,14,0.071784048335369
ENSG00000104886,0.584521446433516,0.508979891239609,0.126320705979915,7.73774705767068,0.007980265870967,2,10.7880334160588,-13.5760668321176,-11.0198375136565,0.175526128351906,11,14,0.071845349377657
ENSG00000041982,0.58450072195656,0.508955398675935,0.263116833560669,7.73708677882464,0.007982455465801,2,0.515194492118628,6.96961101576274,9.52584033422378,0.76153514913292,11,14,0.071845349377657
ENSG00000091317,0.584465764798947,0.508914085671483,0.155860318766295,7.73597319806604,0.007986149894121,2,7.84612584788836,-7.69225169577672,-5.13602237731569,0.267216828625242,11,14,0.07184934611703
ENSG00000160796,0.584403754303984,0.508840800541072,0.151061851180425,7.73399827827831,0.007992706881653,2,8.28391775080878,-8.56783550161757,-6.01160618315654,0.251016511702627,11,14,0.071879082839279
ENSG00000148154,0.58434852224594,0.508775526290656,0.117869374696277,7.7322397353639,0.007998550825715,2,11.7574905978617,-15.5149811957233,-12.9587518772623,0.152825084404205,11,14,0.07190238552356
ENSG00000113296,0.583943796416399,0.508297213946653,0.258645224622428,7.71936784652424,0.008041480451919,2,0.755166168507251,6.4896676629855,9.04589698144653,0.735870874419849,11,14,0.072258912760028
ENSG00000007384,0.583583713060696,0.507871660889913,0.162236483333573,7.70793679907545,0.008079833110889,2,7.2847982161263,-6.56959643225261,-4.01336711379157,0.289527441768891,11,14,0.072515107964356
ENSG00000108352,0.58343393740482,0.507694653296606,0.132461052976426,7.70318790670406,0.008095829798785,2,10.1235275647655,-12.2470551295309,-9.69082581106987,0.193005236111859,11,14,0.072603751001398
ENSG00000112309,0.5833527157331,0.507598664048209,0.350910464802675,7.70061406298945,0.008104515454792,2,-3.51586662990805,15.0317332598161,17.5879625782771,1.35451969738833,11,14,0.072603751001398
ENSG00000165383,0.583307312845129,0.507545006089698,0.58269802398682,7.69917572240913,0.008109374054848,2,-10.6157983235416,29.2315966470833,31.7878259655443,3.73490685873959,11,14,0.072603751001398
ENSG00000180667,0.583301079205438,0.507537639060972,0.444687348760007,7.69897826832043,0.00811004130773,2,-6.83163143591903,21.6632628718381,24.2194921902991,2.17521521961925,11,14,0.072603751001398
ENSG00000091664,0.583299584514978,0.50753587260861,1.07797332189663,7.69893092402662,0.008110201307054,2,-19.2281632088003,46.4563264176007,49.0125557360617,12.7822913099295,11,14,0.072603751001398
ENSG00000164113,0.5832762319204,0.507508274087745,1.94838868268636,7.69819127511206,0.008112701423816,2,-27.5150430689828,63.0300861379657,65.5863154564267,41.758403047023,11,14,0.072603751001398
ENSG00000170175,0.583113867929532,0.507316389371265,1.13985669881909,7.69305099616582,0.008130101468231,2,-20.0096407911555,48.019281582311,50.575510900772,14.2920062322704,11,14,0.072636517433035
ENSG00000105325,0.583112073025999,0.507314268121636,0.154586503185416,7.6929941937201,0.008130293992963,2,7.96101520705322,-7.92203041410644,-5.36580109564541,0.262866856638042,11,14,0.072636517433035
ENSG00000143119,0.583072657234957,0.507267685823131,0.31765631193663,7.69174694450177,0.008134522745361,2,-2.12201141679574,12.2440228335915,14.8002521520525,1.109960857645,11,14,0.072636517433035
ENSG00000120594,0.583035220111973,0.507223441950513,0.160677680260227,7.69056252539359,0.008138540881049,2,7.41996362541421,-6.83992725082843,-4.28369793236739,0.283990486271887,11,14,0.072636517433035
ENSG00000070444,0.583011621489724,0.507195552669674,0.15517275643428,7.68981603192202,0.008141074561371,2,7.90802208398137,-7.81604416796273,-5.2598148495017,0.264864427733536,11,14,0.072636517433035
ENSG00000161021,0.582992737212122,0.507173234887053,0.193484495551594,7.68921872782279,0.008143102548058,2,4.81880547784597,-1.63761095569194,0.918618362769093,0.411798750207401,11,14,0.072636517433035
ENSG00000064309,0.582966354201883,0.507142054965861,0.157085098419336,7.68838433161459,0.008145936517371,2,7.73654122546426,-7.47308245092853,-4.91685313246749,0.271433009599536,11,14,0.072636517433035
ENSG00000115556,0.582836476293628,0.506988562892469,0.522613342139591,7.68427831641212,0.008159899307997,2,-9.09221752437484,26.1844350487497,28.7406643672107,3.00437175920545,11,14,0.072731683146485
ENSG00000123219,0.582753624122381,0.506890646690087,0.966239762147073,7.68166032822101,0.008168816726118,2,-17.6961992229435,43.392398445887,45.948627764348,10.2698120574944,11,14,0.072781819319163
ENSG00000136197,0.58244218296396,0.506522579866499,0.288222745947396,7.67182860816923,0.008202408634057,2,-0.760701626170141,9.52140325234028,12.0776325708013,0.913795864096031,11,14,0.072868804938928
ENSG00000204104,0.582410534470555,0.506485177101565,0.620087469256088,7.67083033458895,0.008205828543268,2,-11.4864788268687,30.9729576537374,33.5291869721984,4.22959316481262,11,14,0.072868804938928
ENSG00000167196,0.582409606100552,0.506484079937016,0.325164742705504,7.67080105373389,0.008205928879749,2,-2.44907852483591,12.8981570496718,15.4543863681328,1.1630532088861,11,14,0.072868804938928
ENSG00000113569,0.582388149928135,0.506458722642342,0.14619223380015,7.67012436082341,0.008208248102146,2,8.74265488128454,-9.48530976256907,-6.92908044410804,0.235093861458254,11,14,0.072868804938928
ENSG00000182885,0.582173368491691,0.506204890035635,0.189485752278784,7.6633543322636,0.008231493643645,2,5.11117513695546,-2.22235027391092,0.333879044550118,0.394953353483225,11,14,0.073015895506116
ENSG00000187079,0.582143537988973,0.50616963580515,0.350620072585965,7.66241460890667,0.008234726419215,2,-3.50427628266166,15.0085525653233,17.5647818837843,1.35227878830206,11,14,0.073015895506116
ENSG00000198055,0.582067656860187,0.506079958107494,0.151568923299344,7.6600247989423,0.008242954451271,2,8.23700238788536,-8.47400477577072,-5.91777545730969,0.252704523611346,11,14,0.073051498700055
ENSG00000148848,0.582045564644075,0.506053849124816,0.333517089665134,7.65932918696333,0.008245351244363,2,-2.80414866522822,13.6082973304564,16.1645266489175,1.22357014008571,11,14,0.073051498700055
ENSG00000131351,0.581809284252276,0.505774608661781,0.743849185882819,7.65189408298082,0.008271021076134,2,-14.0341674613359,36.0683349226718,38.6245642411328,6.08642772472386,11,14,0.0732295387665
ENSG00000124214,0.581785824324744,0.50574688329288,0.174898858341547,7.65115632108741,0.008273573359641,2,6.23265887545338,-4.46531775090675,-1.90908843244572,0.336485717140941,11,14,0.0732295387665
ENSG00000141979,0.581769174786298,0.505727206565624,0.412882560021246,7.65063278080872,0.008275385109193,2,-5.79271588049796,19.5854317609959,22.141661079457,1.87519209206668,11,14,0.0732295387665
ENSG00000112936,0.58165329363206,0.505590256110617,0.223464340892849,7.64699008329876,0.008288003919931,2,2.8020429001512,2.39591419969761,4.95214351815864,0.549299428157428,11,14,0.073272015774884
ENSG00000107929,0.581633788672786,0.505567204795111,0.288312534990886,7.64637714779105,0.008290129448224,2,-0.765062318951948,9.5301246379039,12.0863539563649,0.914365296161581,11,14,0.073272015774884
ENSG00000065989,0.581579943293332,0.505503569346665,0.208174667680786,7.64468537500285,0.008295999495601,2,3.7942841777505,0.411431644499006,2.96766096296004,0.476703614904062,11,14,0.073281167535543
ENSG00000020633,0.581563477926376,0.505484110276626,0.218958899126694,7.64416813509475,0.008297795174914,2,3.08719232084454,1.82561535831091,4.38184467677195,0.52737299457451,11,14,0.073281167535543
ENSG00000188032,0.581468513877557,0.505371880037113,1.86107914572081,7.64118574675395,0.008308157967545,2,-26.8731961420998,61.7463922841997,64.3026216026607,38.0997714530057,11,14,0.073343383335699
ENSG00000165934,0.581254872094445,0.505119394293435,0.110602524114663,7.63448117595886,0.008331509979388,2,12.6483680868281,-17.2967361736562,-14.7405068551951,0.134562101745881,11,14,0.073506712947656
ENSG00000198894,0.581095983919302,0.504931617359175,0.126313857060315,7.62949933366232,0.008348911972712,2,10.7887924956817,-13.5775849913634,-11.0213556729023,0.175507095339992,11,14,0.073552537883591
ENSG00000171811,0.58096924476655,0.504781834724104,0.849074899035775,7.62552821316384,0.008362814203401,2,-15.8864947994973,39.7729895989946,42.3292189174557,7.93021002589872,11,14,0.073552537883591
ENSG00000173612,0.580956711487398,0.504767022666925,0.79368950970829,7.62513563818742,0.008364190028341,2,-14.9421239082566,37.8842478165133,40.4404771349743,6.92937341603085,11,14,0.073552537883591
ENSG00000117143,0.580953355713682,0.504763056752533,0.265983283947418,7.62503053059188,0.008364558435605,2,0.363500335545325,7.27299932890935,9.82922864737038,0.778218180733981,11,14,0.073552537883591
ENSG00000155761,0.580863250283075,0.504656568516362,0.740548664913946,7.62220892993653,0.00837445545507,2,-13.9719100689706,35.9438201379413,38.5000494564023,6.0325355761641,11,14,0.073552537883591
ENSG00000160957,0.580827050161643,0.504613786554669,0.498487662119102,7.62107568515794,0.008378434308567,2,-8.43053490857014,24.8610698171403,27.4172991356013,2.73338944213465,11,14,0.073552537883591
ENSG00000073712,0.580321587962902,0.504016422137975,0.177573281202171,7.60527261410297,0.008434152802361,2,6.0202015807793,-4.04040316155859,-1.48417384309756,0.346854972165959,11,14,0.07390757248245
ENSG00000111653,0.580235610510228,0.503914812421178,0.248383915381194,7.60258835125414,0.008443660432669,2,1.32191050763643,5.35617898472714,7.91240830318817,0.678640263621013,11,14,0.07390757248245
ENSG00000135945,0.580177256167725,0.50384584819822,0.127925712579818,7.60076712327268,0.0084501184154,2,10.6112726890323,-13.2225453780646,-10.6663160596035,0.180014867329597,11,14,0.07390757248245
ENSG00000126775,0.580157448761182,0.503822439445033,0.073930899706497,7.60014905295163,0.008452311388176,2,18.2877366697642,-28.5754733395283,-26.0192440210673,0.060123557245534,11,14,0.07390757248245
ENSG00000116128,0.580102688469872,0.503757722737122,0.118964330013781,7.59844061624903,0.008458376585403,2,11.6280370330751,-15.2560740661502,-12.6998447476891,0.155677629971906,11,14,0.07393136196929
ENSG00000186716,0.580012260830875,0.503650853709216,0.16841576348096,7.59562038853998,0.008468400058858,2,6.76146897145237,-5.52293794290474,-2.9667086244437,0.312002563277623,11,14,0.073983910754092
ENSG00000108349,0.579915366125005,0.503536341784097,0.203419624519761,7.59259981558059,0.008479151159676,2,4.11777537958554,-0.235550759171073,2.32067855928996,0.455174980037365,11,14,0.07399590856085
ENSG00000224470,0.579868051022426,0.503480423935595,0.156517141911289,7.59112533189801,0.008484405136077,2,7.78725132114328,-7.57450264228656,-5.01827332382553,0.269473772832863,11,14,0.074012539673627
ENSG00000135604,0.579677144412013,0.503254807032379,0.413107745597038,7.58517946830678,0.008505630902148,2,-5.80034937962682,19.6006987592536,22.1569280777147,1.87723810419494,11,14,0.074139184184537
ENSG00000205189,0.579640225398527,0.503211175470986,0.110716274595464,7.58403023389746,0.008509740715827,2,12.6339770194564,-17.2679540389127,-14.7117247204517,0.134839028063279,11,14,0.07414577001315
ENSG00000113119,0.579583042172363,0.503143595294611,0.573155438641991,7.58225060287626,0.008516109542776,2,-10.3846284831499,28.7692569662997,31.3254862847608,3.61357872529382,11,14,0.074172025785288
ENSG00000185946,0.579416628819304,0.502946924968268,0.106858510240381,7.57707431361338,0.008534666154066,2,13.1304900857398,-18.2609801714797,-15.7047508530186,0.125606153318729,11,14,0.074275116273868
ENSG00000077984,0.579317123009057,0.502829327192522,0.264168429211828,7.57398114071187,0.008545777758157,2,0.459352390414281,7.08129521917144,9.63752453763247,0.767634548914692,11,14,0.074342549131859
ENSG00000175727,0.579189436662901,0.502678425147064,0.149326707979055,7.57001410892365,0.008560053559692,2,8.44565676688899,-8.89131353377799,-6.33508421531695,0.245283122874481,11,14,0.074397516407712
ENSG00000119280,0.579070041112483,0.502537321314753,0.075387723888533,7.56630683768874,0.008573420066738,2,18.014546558077,-28.0290931161539,-25.4728637976929,0.062516398044031,11,14,0.074441348763949
ENSG00000039139,0.579035049523453,0.502495967618626,1.23306427618046,7.56522073577339,0.008577340660565,2,-21.1100380054323,50.2200760108646,52.7763053293256,16.7249226011168,11,14,0.074441348763949
ENSG00000161888,0.578981246551736,0.502432382288415,0.816110541239876,7.563551100642,0.008583371816605,2,-15.3321285433271,38.6642570866541,41.2204864051152,7.32640057075128,11,14,0.074464456046335
ENSG00000125735,0.5789490009927,0.502394273900464,0.289424110946496,7.56255064818086,0.008586988112225,2,-0.818934901523259,9.63786980304652,12.1940991215076,0.921429475968864,11,14,0.074466603460471
ENSG00000067840,0.578863358943905,0.50229306057007,1.03059112108797,7.55989425714067,0.008596598804118,2,-18.5988606494148,45.1977212988296,47.7539506172906,11.6832986475189,11,14,0.074519124295036
ENSG00000165115,0.578821229331323,0.502243271027927,1.04206725419201,7.55858790382056,0.008601329788766,2,-18.7538958518103,45.5077917036206,48.0640210220817,11.9449457848521,11,14,0.074519124295036
ENSG00000106333,0.578788637312723,0.502204753187763,0.269122553976399,7.55757747110778,0.008604991201534,2,0.199232702813262,7.60153459437348,10.1577639128345,0.796696439646576,11,14,0.074519124295036
ENSG00000101812,0.578728143564682,0.502133260576442,0.672007570755239,7.55570243058585,0.00861179049638,2,-12.6122056519004,33.2244113038008,35.7806406222618,4.96753592667593,11,14,0.074519124295036
ENSG00000145287,0.578714973749335,0.502117696249214,0.21213380051729,7.55529429552404,0.008613271322046,2,3.53052789712004,0.938944205759914,3.49517352422095,0.495008242541005,11,14,0.074519124295036
ENSG00000071051,0.578574287365263,0.501951430522583,0.149272496585438,7.55093598967707,0.008629103227424,2,8.45074023333745,-8.9014804666749,-6.34525114821386,0.245105060605347,11,14,0.074612139411657
ENSG00000179715,0.578559460321413,0.50193390765258,1.63713635463712,7.55047683403832,0.008630773149767,2,-25.0782853322047,58.1565706644094,60.7127999828704,29.4823698804197,11,14,0.074612139411657
ENSG00000158428,0.57849032054408,0.501852197006641,1.37222639119788,7.54833617842263,0.00863856363249,2,-22.6070884010901,53.2141768021803,55.7704061206413,20.7130579556997,11,14,0.074650292844485
ENSG00000142731,0.578367613231791,0.501707179273934,0.735996246864351,7.54453873232371,0.008652404126341,2,-13.8855814322523,35.7711628645046,38.3273921829656,5.95859522938253,11,14,0.074694778703553
ENSG00000165300,0.578337905137562,0.501672069708028,0.488084940492536,7.54361968270898,0.008655757710163,2,-8.13528344870051,24.270566897401,26.826796215862,2.62049600049162,11,14,0.074694778703553
ENSG00000151967,0.578324884143173,0.501656681260113,0.268144004360463,7.54321690603965,0.008657227913979,2,0.250230515944406,7.49953896811119,10.0557682865722,0.790913277819105,11,14,0.074694778703553
ENSG00000185043,0.578234799390355,0.501550217461329,0.257322091938956,7.5404310077028,0.008667405004029,2,0.826968771418498,6.346062457163,8.90229177562404,0.728361248998247,11,14,0.074707587871178
ENSG00000137819,0.578175523451828,0.501480164079433,1.23377094035676,7.53859853038163,0.008674106886522,2,-21.118059050918,50.2361181018361,52.7923474202971,16.7440980659568,11,14,0.074707587871178
ENSG00000139144,0.578147142583248,0.501446623052929,0.218941802781074,7.53772133648606,0.008677317197546,2,3.08828548574591,1.82342902850818,4.37965834696922,0.527290643055292,11,14,0.074707587871178
ENSG00000146414,0.578105644564956,0.501397579940402,0.073452427081442,7.53643893108873,0.008682013008993,2,18.3786375936358,-28.7572751872716,-26.2010458688105,0.0593478494857,11,14,0.074707587871178
ENSG00000285000,0.577756160817443,0.500984553693342,0.255415203229429,7.52564890146823,0.00872164226041,2,0.931102273184526,6.13779545363095,8.69402477209198,0.717606186448037,11,14,0.074959488742827
ENSG00000109805,0.577754606665533,0.500982716968357,0.891537591982176,7.52560095816929,0.008721818821378,2,-16.5696976107926,41.1393952215852,43.6956245400462,8.74323205709114,11,14,0.074959488742827
ENSG00000150961,0.577719962903103,0.50094177434003,0.211145633247123,7.52453234069873,0.008725755319558,2,3.59589543360705,0.808209132785896,3.36443845124693,0.490407262832614,11,14,0.074964174636153
ENSG00000163428,0.577537313552352,0.500725916016416,0.326047698304546,7.51890125787847,0.00874653342582,2,-2.48704274413845,12.9740854882769,15.5303148067379,1.16937811726662,11,14,0.075100906164139
