1009,YMT16,YM.16wk.3,
1015,SMT16,SM.16wk.2,
1026,YMT16,YM.16wk.4,
1271,ABX16,ABX.16wk.2,
dash,ABX16,ABX.16wk.1,
1298,SMT16,SM.16wk.5,
1301,SMT16,SM.16wk.6,
1305,YMT16,YM.16wk.8,
1403,YI6,YI.6wk.1,SRR5344350
1409,YI6,YI.6wk.2,SRR5344348
1412,YI6,YI.6wk.3,SRR5344349
1414,YI6,YI.6wk.4,SRR5344347
402,WT16,WT.16wk.2,SRR5344345
938,WT16,WT.16wk.6,SRR5344344
940,WT16,WT.16wk.7,SRR5344343
999,YMT16,YM.16wk.1,
