"","WT.16wk.7","WT.16wk.6","WT.16wk.2","YI.6wk.4","YI.6wk.2","YI.6wk.3","YI.6wk.1"
"ENSG00000151465",8.17693296845481,8.12517530427853,8.11018555887185,7.91976309337411,8.15982563416754,7.97452201654684,8.12310745286686
"ENSG00000151466",8.95702150489,8.8300806749125,8.88222063854985,8.89258414485048,8.78267310588158,9.07176307920137,9.00574035107143
"ENSG00000151468",2.31953944547385,1.9516181869,2.29025335135033,2.59071673271139,2.74822113745254,2.58745490105114,2.45436271746971
"ENSG00000151470",14.6427846842537,14.5234894931332,14.2120030692752,13.5953821832176,13.1189033506746,13.7327170893225,13.1188127441402
"ENSG00000151474",7.04143033686042,6.63620114041337,6.99402696088149,7.99555990628933,7.53104892109684,7.80387686814923,7.7776471968475
"ENSG00000151490",6.30083215952419,6.2578808351878,6.04835140473357,5.73469285651908,6.01927593852133,6.11147152651027,5.77527489146725
"ENSG00000151491",8.94246347008253,9.09763064315702,8.9965469906221,8.76510964139127,8.86460624479299,8.93962220663391,8.77804220209875
"ENSG00000151498",7.89789288616793,7.979768963147,7.84311031444418,8.0512703657742,7.84992682628401,7.78433649908165,7.97682037787186
"ENSG00000151500",6.92777541142012,7.10550925476778,7.17002203551966,6.59179310078909,7.03980883097186,6.81031861389112,7.32251581860291
"ENSG00000151532",7.34576006452409,7.0017078215488,7.26433220659163,7.49067963774276,7.62460008458627,7.37801179975747,7.48468765996615
"ENSG00000151552",9.35896188685211,10.0528263399241,9.08190249057752,10.0320352833623,9.34661616856724,9.23180407581647,9.25090554901987
"ENSG00000151553",9.47072352406294,9.41095013864759,9.53777822098027,9.41203363638287,9.18591520470121,9.48074444083006,9.23490189661925
"ENSG00000151572",7.01940437895421,7.05454189672888,6.90313844646825,7.00684853273396,7.07082479653339,7.25089822434443,7.16251754111745
"ENSG00000151575",2.80479550339969,0.967926403863383,0.980284928432738,5.65062079571218,7.10118797085925,4.52642243314008,6.8346343623162
"ENSG00000151576",5.72499042933726,5.79424814558017,5.91514213765683,6.310595912354,6.50137248553325,6.02531221844886,6.22750446731238
"ENSG00000151577",4.69756826500277,4.58163155589038,5.74238813546523,4.53016486985385,4.63393530510558,5.32484377538473,4.06026220711078
"ENSG00000151611",6.01942737473798,5.79424814558017,6.00530061417085,6.19663255855823,6.06106633822856,5.88558278093542,5.80448454925508
"ENSG00000151612",9.86583932189809,9.8893867135059,9.81208931096791,9.88953808441158,10.0881796051598,9.98169786258949,10.0477339781611
"ENSG00000151615",0,0,0,0,0,0,0
"ENSG00000151617",5.87970728813507,5.6368387685337,6.04835140473357,6.41621225332626,6.19847782322277,7.21242354535832,6.04374455219646
"ENSG00000151623",8.47680220779527,8.36994351125367,8.30471646765896,8.4580937672523,8.36560374838898,8.43760995799864,8.50309946749828
"ENSG00000151640",3.45671693766903,3.40057503700549,3.42338320457025,4.81401130748317,5.21799003924624,3.58770390442477,5.36899134178589
"ENSG00000151650",0,0,0,1.00345529257122,0,0,0
"ENSG00000151651",7.84877555279305,7.55751213151906,7.3699244134025,6.93758322450768,7.47031060867329,7.26975750683391,7.20694833338301
"ENSG00000151655",7.34576006452409,7.41930995311765,7.42812966419334,11.2625182629353,7.6859863577406,7.9802584333244,7.42010311883982
"ENSG00000151657",7.83623041250051,7.98522244490037,7.67473389836322,8.22604774281208,7.86769794040702,7.75786403626461,7.82830051513136
"ENSG00000151665",6.85502033642599,7.17396763704328,7.15039695396731,6.69333600217272,6.61795945274989,6.9802465789438,6.84872429535462
"ENSG00000151689",7.48888327447267,7.40310391368203,7.72866567193731,7.71422851447643,7.25314183211255,7.67540106253872,7.38185661960233
"ENSG00000151690",10.0455032667333,10.0053061831063,10.1214637440238,9.57104272312425,9.66047484345928,9.76121012933016,9.67724310024517
"ENSG00000151692",8.35016953751785,8.04388837401739,7.84920979435829,7.68634883902524,7.88525281097465,7.98597213137386,7.71749258194735
"ENSG00000151693",9.6516533073847,9.85107158228824,9.77572467744018,9.46837200949287,9.69240350402405,9.95135457213949,9.70655158257844
"ENSG00000151694",9.31669036915517,9.31026287581646,9.06365770140939,8.95817313349822,8.93933689096563,9.07176307920137,8.96751197413128
