"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSNFUG00015000049",653.880061821092,-0.485446343467522,0.167208865140415,-2.90323328885622,0.00369331405441876,0.0254248312279768
"2","ENSNFUG00015000168",48.6311647164503,-1.07009332944972,0.319025015810375,-3.35426150432595,0.000795771190276458,0.00845715863195595
"3","ENSNFUG00015000180",405.220191464863,1.3811920889809,0.491695686712777,2.80903844858766,0.00496897118606167,0.0317183381545608
"4","ENSNFUG00015000184",143.305235612249,2.18187075334983,0.583277685544065,3.74070671212914,0.000183503553109854,0.00303365555324991
"5","ENSNFUG00015000208",595.588577489518,-0.48425731243164,0.129199696979297,-3.74813040396865,0.000178157625148177,0.00298428770270974
"6","ENSNFUG00015000214",647.575692728352,1.23969278155411,0.329538418100008,3.76190669574038,0.000168622956489787,0.00287939706714839
"7","ENSNFUG00015000218",121.682295519038,1.67140134294611,0.513693982800071,3.25369071647587,0.00113916230318347,0.0110503112199988
"8","ENSNFUG00015000247",281.997123566963,-0.683136203304335,0.215423885217313,-3.17112562803891,0.00151849457226884,0.0135360077840793
"9","ENSNFUG00015000268",19.5950074999243,1.40328916785088,0.407471601319539,3.44389440468127,0.000573399600473046,0.0067457796020768
"10","ENSNFUG00015000269",7259.98465057885,-0.781310018002085,0.280863417377279,-2.78181482408072,0.00540558734074659,0.0336031152316014
"11","ENSNFUG00015000304",464.258062539874,-0.433221329214814,0.150230417524041,-2.88371247550774,0.00393017412833207,0.0265444170516687
"12","ENSNFUG00015000352",304.675403701691,0.774910517929511,0.276982271981428,2.79768994739659,0.00514694937343745,0.0325174990245944
"13","ENSNFUG00015000368",296.192414170897,-0.620781815894005,0.23656870808402,-2.62410790049852,0.00868762579777277,0.0475504755255428
"14","ENSNFUG00015000443",2377.45902187987,0.985502323126819,0.217123590083609,4.53890027678396,5.65483694665587e-06,0.000295673451203053
"15","ENSNFUG00015000467",625.568574159036,-0.74654284236895,0.159380415799953,-4.6840312131321,2.81287145300906e-06,0.00017787016828637
"16","ENSNFUG00015000475",278.91845994962,0.850773877534731,0.216675802852125,3.92648309749363,8.61969465630851e-05,0.00184993752590681
"17","ENSNFUG00015000527",82.8334899053598,1.12814361478514,0.315831449762738,3.57197997739818,0.000354292504362946,0.00476036442615153
"18","ENSNFUG00015000569",30.0469211401603,1.02121782567217,0.389282639704462,2.62333256486204,0.00870742320299984,0.0475816118046724
"19","ENSNFUG00015000586",219.453173091645,0.660519832739495,0.201112911903429,3.28432335093763,0.00102227560970139,0.0101599935964183
"20","ENSNFUG00015000612",425.212079889663,0.664301024721834,0.225126373455255,2.95079165770805,0.00316960637339578,0.0227516796614628
"21","ENSNFUG00015000615",384.636119249145,0.877005271641864,0.314329654975011,2.79008123402033,0.00526948184680314,0.0330222060315801
"22","ENSNFUG00015000656",1744.81138077871,-0.443501280379257,0.115920067928267,-3.82592322714737,0.000130282891363046,0.00242132691500376
"23","ENSNFUG00015000659",409.525821815499,0.341643291461596,0.102197230399998,3.34297994304161,0.000828838902992652,0.00873063779388668
"24","ENSNFUG00015000692",24.6255206211283,1.78497769674915,0.561071522264099,3.18137283023421,0.00146578859766717,0.0132058024371305
"25","ENSNFUG00015000733",606.132569513376,0.392753669727604,0.149172849261576,2.63287636906973,0.00846651596153582,0.0466557599350973
"26","ENSNFUG00015000745",234.142901907987,0.494484353812975,0.173994690526216,2.84195082227794,0.00448384074766498,0.0292773531878028
"27","ENSNFUG00015000772",1267.5359217345,0.460960739607512,0.14624358574906,3.15200654610914,0.00162152638040543,0.0142502601198633
"28","ENSNFUG00015000853",249.171819669993,-0.804697094512214,0.286703552415723,-2.80672174352899,0.00500484530418267,0.0318506942155738
"29","ENSNFUG00015001064",675.043344473656,-1.68020752280078,0.301647510493554,-5.57010240214359,2.54589658856011e-08,5.66112279884766e-06
"30","ENSNFUG00015001137",257.14345681737,0.882125372855257,0.240210092680517,3.67230769952908,0.000240370015787095,0.00365705809733224
"31","ENSNFUG00015001181",638.993875928321,1.53012542175157,0.394925093863019,3.87446998311608,0.000106857012902961,0.00212610782309875
"32","ENSNFUG00015001182",92.056900812773,-0.844398556968064,0.246958458645349,-3.41919269175827,0.00062807232167546,0.00720467314574996
"33","ENSNFUG00015001198",320.932655861505,0.643495898789325,0.214399295697516,3.00138998449509,0.00268750131814222,0.0203905471213377
"34","ENSNFUG00015001208",111.512954769617,-0.541541037266454,0.201697572853419,-2.68491598389243,0.00725480404701063,0.0418200869762541
"35","ENSNFUG00015001218",148.686633017971,0.615524710196326,0.221473180201827,2.77922911313868,0.00544880784804765,0.0337310906421723
"36","ENSNFUG00015001272",642.385635620085,-0.66589065068501,0.18165828712289,-3.6656222032664,0.000246737953511054,0.00371234603952814
"37","ENSNFUG00015001284",5.54264506382958,2.19555316153135,0.793401464195498,2.76726633439934,0.00565285526673501,0.0346727876090885
"38","ENSNFUG00015001288",891.545560993418,-0.346212213809982,0.131282640251558,-2.63715151635116,0.0083605478974165,0.0461976206183023
"39","ENSNFUG00015001314",186.689138862074,1.37762153268012,0.32293447464718,4.26594755541424,1.99055539594206e-05,0.000720328377761485
"40","ENSNFUG00015001325",128.666808640238,1.08619306804795,0.339848557325922,3.19610910399207,0.00139294428517865,0.012679364647139
"41","ENSNFUG00015001335",858.737450808729,-0.234832711085678,0.0900951385850065,-2.6064970294053,0.00914736173954379,0.0494382651708517
"42","ENSNFUG00015001461",16.7985799607636,1.15051727740539,0.382391698877809,3.00874020221091,0.00262333337040491,0.0200709966900922
"43","ENSNFUG00015001599",830.314979045475,-0.640529081469003,0.223557624459743,-2.86516321246894,0.00416794360995926,0.0277885795543742
"44","ENSNFUG00015001655",2376.06029962368,-0.540541259368051,0.165806895745254,-3.26006501079751,0.00111386679413201,0.0108622142550657
"45","ENSNFUG00015001697",203.406068172423,0.726227489373703,0.210672177826353,3.44719220576101,0.000566445437802778,0.00668729488561214
"46","ENSNFUG00015001715",109.12494907604,2.65475312172473,0.665257871426748,3.9905625107918,6.59167723793622e-05,0.00153666577084838
"47","ENSNFUG00015001876",155.940742324323,0.87758373817057,0.245729775672651,3.5713365861679,0.00035516411749768,0.00476413213833879
"48","ENSNFUG00015001956",111.762333306645,2.05773251796836,0.442667202268983,4.64848650955169,3.34379486326514e-06,0.00020320110302734
"49","ENSNFUG00015001969",234.058900899062,1.09744656910627,0.26574271739193,4.12973337473518,3.6318417583738e-05,0.00108874545156583
"50","ENSNFUG00015001978",460.683222194687,2.44678255773783,0.548511568106135,4.46076746600973,8.16666647864793e-06,0.000378371475026002
"51","ENSNFUG00015001987",566.069973792035,-0.348024393353837,0.114993274820775,-3.02647606041534,0.00247422412543063,0.0192635341200803
"52","ENSNFUG00015001998",237.587577064124,-1.11352010690565,0.333431132831412,-3.33958049282897,0.000839050313676153,0.00881983537518803
"53","ENSNFUG00015002019",544.553463979148,1.74324754411096,0.408377400814786,4.2687169775626,1.96600529505714e-05,0.000712941167481741
"54","ENSNFUG00015002028",23.8591878772407,1.53556226661928,0.389298626944486,3.94443278331484,7.99890853854655e-05,0.00176123954600097
"55","ENSNFUG00015002044",28.8955867152534,2.9073092101094,0.616914955571903,4.71265801525953,2.44506346510682e-06,0.000163827348398797
"56","ENSNFUG00015002052",248.378321551389,1.3269805313217,0.467237514818193,2.84005562318352,0.00451056681048449,0.029385485965922
"57","ENSNFUG00015002062",126.929624487273,2.39642818874209,0.65537874482674,3.65655463754112,0.000255627944610402,0.0037978204546193
"58","ENSNFUG00015002082",5.84626298697131,4.50927050417205,1.56653786340478,2.878494423602,0.00399578345099563,0.0268620193125902
