,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HGNC
290,ENSNFUG00015001467,431.009122974467,0.0009278402604387,0.0009895803704965,0.937609807249142,0.348444969509886,0.845300047093478,DUSP1
493,ENSNFUG00015002441,1717.41693332688,0.0011519342497273,0.0007336904271356,1.57005489934565,0.116402339766189,0.654433250175075,MTUS1
1593,ENSNFUG00015000248,650.833956472975,0.0013486441545568,0.0006700144424969,2.01285833411432,0.0441295349709049,0.49615338240342,RAC2
1801,ENSNFUG00015001308,416.620901237479,0.0018980196135204,0.0005850648566432,3.24411830922507,0.0011781480010037,0.117583061528211,VAV1
2165,ENSNFUG00015003624,155.46894295547,0.0016515663178051,0.0006904423804491,2.39204076193991,0.0167549814465139,0.364532481621953,SYK
2176,ENSNFUG00015003721,1016.36308657045,0.0008799970104636,0.0004274764917457,2.05858574086699,0.0395339398825864,0.475711472883366,ITGA1
2414,ENSNFUG00015005328,38.1117328425177,0.0009685349278449,0.0008131954820229,1.19102349835439,0.233644360181725,0.77098532632198,PDGFB
2795,ENSNFUG00015010834,136.771756670609,0.0010061904732343,0.0007248257304402,1.38818260856055,0.165081446694573,0.710804770679506,F2RL1
3172,ENSNFUG00015020814,14.958488596585,0.0003938722015281,0.0014011873767277,0.281098879471735,0.778634560586551,0.964500388150767,CMKLR1
3391,ENSNFUG00015000967,19.4285617234565,0.0048318709828858,0.0014586213901464,3.31262863380922,0.0009242361314692,0.100690497319894,BMP5
3615,ENSNFUG00015002864,311.847653101679,0.0015676314241394,0.0006982671042685,2.24503118442259,0.0247661306979443,0.418173444230758,CXCL12
3964,ENSNFUG00015006956,1232.21481870479,0.0014162544364652,0.000602548046783,2.35044233240246,0.0187511129900272,0.379796005933928,MERTK
3989,ENSNFUG00015007252,104.487202701348,0.0012392990475776,0.0009631659123171,1.28669321840526,0.198201237732121,0.740847143384403,ADAM8
4313,ENSNFUG00015017310,1785.63441280318,0.0027213564927744,0.0026613713332201,1.02253919203439,0.306525773049718,0.819688982691657,HMOX1
4374,ENSNFUG00015018403,64.3369839818641,0.0019048731827664,0.0006931027169579,2.74832739240586,0.0059900164474791,0.260095500266739,NKX2-3
4442,ENSNFUG00015019354,137.436783142425,0.0028929257065519,0.000896415938263,3.22721359925556,0.0012500210872144,0.122241645487182,PECAM1
4603,ENSNFUG00015025186,530.014707680139,0.0009566710486333,0.0004586538529214,2.08582363919905,0.0369946012811291,0.466340875425182,RET
4698,ENSNFUG00015000298,139.398977454951,-0.0001078267371421,0.0004779370337872,-0.225608667082612,0.821505799284187,0.973037653757248,MMP14
6289,ENSNFUG00015002243,246.479804082296,0.001219471557932,0.0006898121890658,1.76783126952785,0.0770891156873491,0.57735350464526,AIF1
6465,ENSNFUG00015003187,50.5566435792662,0.0002725214395263,0.0010776806612135,0.252877730235445,0.800362698982253,0.968245004577106,CXCR3
6776,ENSNFUG00015005451,64.0360946597965,0.0013408034338039,0.0008273201903903,1.62065842146481,0.10509091539263,0.64097164187487,NOD2
7435,ENSNFUG00015022075,1839.14828755106,0.0020604751406468,0.0008803876332725,2.34041808718708,0.0192621632886823,0.382715743818307,GBA
7916,ENSNFUG00015003403,28.6634076858631,9.01393494228916e-05,0.0010061082384564,0.0895920995152362,0.928611362832361,0.98865158069585,ESAM
7923,ENSNFUG00015003426,14.7838757412049,0.0010745063161472,0.0016658707621123,0.645011810390872,0.518919532140637,0.90494763869616,PDGFD
7961,ENSNFUG00015003845,211.296762215923,0.0027247307642788,0.0007854003530821,3.46922528565987,0.0005219615666236,0.0803307407780848,C5AR1
8041,ENSNFUG00015004662,208.131456419057,0.0019079598324797,0.0009374492133016,2.03526741012457,0.0418239734835012,0.485344206505697,ST3GAL4
8042,ENSNFUG00015004668,75.9844630482308,0.0038585792991823,0.0008271934999323,4.66466346688864,3.0912251613173e-06,0.0023216337451557,TIRAP
8046,ENSNFUG00015004694,11.478062867066,0.0086309106011427,0.0026133101081845,3.30267371411912,0.0009576774995222,0.101018835567578,CXCR5
8813,ENSNFUG00015002769,1979.22476636695,0.0016521790876101,0.0008491972421259,1.94557754741883,0.0517055062238281,0.518878987097059,SLC7A9
8963,ENSNFUG00015004324,670.417082686662,0.001173077957086,0.0004580261993054,2.56115907532116,0.0104323576181889,0.309443833553104,CD81
8996,ENSNFUG00015004558,128.875183521646,0.0040336229807127,0.0006523287726449,6.18342030868528,6.27274066067184e-10,1.17776978644774e-05,SWAP70
9508,ENSNFUG00015017308,4195.84580982244,0.0015868226777192,0.0010355693230712,1.53231912375811,0.125443704212324,0.669201745537845,DPEP1
9603,ENSNFUG00015020429,509.67966697757,0.0017917462312543,0.0007022506829002,2.55143394642843,0.0107280657581512,0.313266193895874,GAS6
10010,ENSNFUG00015010843,21.5112043405241,-0.0027535685017698,0.0018638523130833,-1.47735337314075,0.139580937871232,0.687145172907776,APOD
10041,ENSNFUG00015011145,35.2474690513818,0.0017151618931992,0.0013110516842108,1.30823362179778,0.190794081472648,0.733941730463073,SLIT2
10386,ENSNFUG00015017784,29.5467719907358,0.002416198795908,0.0014982590539906,1.61267091259847,0.106816023196917,0.641775095841556,P2RY12
