,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HGNC
290,ENSNFUG00015001467,431.009122974467,0.0010401740150219,0.0007540302323437,1.37948582219138,0.167745014588711,0.709464451000047,DUSP1
493,ENSNFUG00015002441,1717.41693332688,0.0011408464023702,0.0005492351588874,2.07715471944899,0.0377872815483387,0.410649189954353,MTUS1
1173,ENSNFUG00015012413,130.953468019317,0.0008650601066823,0.0005518224168758,1.56764219833619,0.116964658182724,0.631474859062498,PTN
1801,ENSNFUG00015001308,416.620901237479,0.0011840577555582,0.0005341585115119,2.21667862636274,0.0266450603651766,0.348403150577462,VAV1
2165,ENSNFUG00015003624,155.46894295547,0.00103790390349,0.0005877512385191,1.76588977694896,0.0774143426395599,0.540100540668003,SYK
2176,ENSNFUG00015003721,1016.36308657045,0.0007649945508114,0.0003291651409295,2.32404485071285,0.0201230903438423,0.307831844462077,ITGA1
2795,ENSNFUG00015010834,136.771756670609,0.0010168619918997,0.0005432149167264,1.87193311632107,0.0612158573112141,0.497101959720052,F2RL1
3172,ENSNFUG00015020814,14.958488596585,0.0005437003884812,0.0010717954485345,0.507279993794245,0.611958373943162,0.934548728562817,CMKLR1
3391,ENSNFUG00015000967,19.4285617234565,0.0040055677396861,0.0009810552740347,4.08291749272439,4.44738161151481e-05,0.0066038601087072,BMP5
3615,ENSNFUG00015002864,311.847653101679,0.0012530965948386,0.000543556491427,2.30536589039507,0.0211460901483578,0.316973591255323,CXCL12
3964,ENSNFUG00015006956,1232.21481870479,0.0011572522280842,0.0004678540195533,2.47353272541947,0.0133784550705627,0.250199914004303,MERTK
3989,ENSNFUG00015007252,104.487202701348,0.0009079132644674,0.0007403040909185,1.22640584538844,0.22004598741384,0.761375908792865,ADAM8
4313,ENSNFUG00015017310,1785.63441280318,0.0033413880260709,0.0019984253859323,1.67201039858294,0.0945222715857872,0.583900353289182,HMOX1
4374,ENSNFUG00015018403,64.3369839818641,0.0011901484034778,0.0005823080039646,2.04384689094882,0.0409686751519917,0.425261641002949,NKX2-3
4442,ENSNFUG00015019354,137.436783142425,0.0025308256003501,0.000613675200069,4.12404737891525,3.72272266171595e-05,0.0056992286702502,PECAM1
4698,ENSNFUG00015000298,139.398977454951,-0.000169863837163,0.0003849762283967,-0.441232015468811,0.659045037804436,0.946492080461408,MMP14
6465,ENSNFUG00015003187,50.5566435792662,0.0002791522886558,0.0008355408005818,0.3340977346187,0.738305809467657,0.961489068954766,CXCR3
6776,ENSNFUG00015005451,64.0360946597965,0.0007883283788756,0.0006700372038782,1.17654418935646,0.239377484987365,0.775969116838994,NOD2
7435,ENSNFUG00015022075,1839.14828755106,0.0016589853579288,0.0006775765566246,2.44841020798178,0.0143488189762402,0.261691566624141,GBA
7916,ENSNFUG00015003403,28.6634076858631,0.000401351303082,0.0007747887656749,0.518013839207369,0.604448613627561,0.932161148721748,ESAM
7923,ENSNFUG00015003426,14.7838757412049,0.0014808721778588,0.0012776423698787,1.15906627141626,0.246429172850802,0.779142079225546,PDGFD
7961,ENSNFUG00015003845,211.296762215923,0.0020761509129502,0.0006178125554651,3.36048676023933,0.000778052597407,0.0495669701490089,C5AR1
8041,ENSNFUG00015004662,208.131456419057,0.0013943846789924,0.0007590227542037,1.83707889028346,0.0661982500044743,0.510314421537656,ST3GAL4
8042,ENSNFUG00015004668,75.9844630482308,0.0025694685725261,0.0007609377165364,3.37671338492944,0.0007335744672145,0.0479713978576852,TIRAP
8046,ENSNFUG00015004694,11.478062867066,0.0077070594262147,0.0015421706519045,4.9975399393685,5.80663149006433e-07,0.0001737502504504,CXCR5
8813,ENSNFUG00015002769,1979.22476636695,0.0012255558369938,0.0006836886911349,1.7925641492759,0.0730426431987578,0.531374276088657,SLC7A9
8963,ENSNFUG00015004324,670.417082686662,0.0010491417233134,0.0003267846483542,3.21049880585654,0.0013250481906585,0.0673730748734761,CD81
8996,ENSNFUG00015004558,128.875183521646,0.0030949208305397,0.0005079058413818,6.09349327843809,1.1047297578141501e-09,7.52320965071436e-07,SWAP70
