,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HGNC
1041,ENSNFUG00015007912,406.605003496742,0.0050568283738295,0.0023594173124832,2.14325305959003,0.032092783806983,0.999943340246293,BTK
2165,ENSNFUG00015003624,155.46894295547,0.0042382773594683,0.0021876055123926,1.93740477223103,0.0526958837434448,0.999943340246293,SYK
2959,ENSNFUG00015017305,349.523204286157,0.0035877199492755,0.0021462889982188,1.67159220042261,0.0946047638280607,0.999943340246293,PRKCB
6481,ENSNFUG00015003253,54.816092032996,0.0159096506186839,0.0052096331908886,3.05389075117781,0.0022589432692111,0.999943340246293,CD79A
6775,ENSNFUG00015005432,244.664546413256,0.0044099561665529,0.0022040262247684,2.00086374517443,0.0454070755485342,0.999943340246293,RFTN1
7179,ENSNFUG00015012537,21.777740993389,0.0319407238424631,0.0114322622308084,2.79391105606266,0.0052074799374722,0.999943340246293,CD22
8566,ENSNFUG00015020216,26.0654907982775,0.0050059023941618,0.0026656163775203,1.87795304544857,0.0603875887652445,0.999943340246293,SH2B2
9890,ENSNFUG00015007754,26.0156226341285,0.026779726622716,0.0091875158450514,2.91479514967476,0.0035592208053078,0.999943340246293,PAX5
12447,ENSNFUG00015009559,29.9775956450379,0.0075125973980142,0.0034571885344027,2.17303665196612,0.0297775588278992,0.999943340246293,RUNX1
20844,ENSNFUG00015020367,133.570424497201,0.0047916634151848,0.0022797061123599,2.10187768906074,0.0355639914154668,0.999943340246293,MEF2C
24521,ENSNFUG00015014834,162.734710186906,0.0271003680581627,0.0132613755226548,2.04355634239196,0.0409973959411399,0.999943340246293,IGHM
