,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HGNC
290,ENSNFUG00015001467,431.009122974467,0.0009560205665126,0.0008331679079709,1.14745246110211,0.251194669943576,0.795878964904578,DUSP1
493,ENSNFUG00015002441,1717.41693332688,0.0011582905348242,0.0006044467273165,1.91628225032591,0.0553291789095406,0.501080113519616,MTUS1
1593,ENSNFUG00015000248,650.833956472975,0.0009918513637799,0.0005968442216518,1.66182619819094,0.0965476277429652,0.613741895260987,RAC2
1801,ENSNFUG00015001308,416.620901237479,0.0015231565766107,0.0005309298474337,2.86884714425651,0.0041197083993529,0.157900072099068,VAV1
2165,ENSNFUG00015003624,155.46894295547,0.0012872780102172,0.0006136866825119,2.09761438027005,0.0359392237426098,0.421776307921698,SYK
2795,ENSNFUG00015010834,136.771756670609,0.000949883510521,0.0006086397716639,1.56066618506413,0.118602533726588,0.650341351358341,F2RL1
3172,ENSNFUG00015020814,14.958488596585,0.0004000274012547,0.0011830251347051,0.338139393255132,0.735258145574702,0.966658113069416,CMKLR1
3281,ENSNFUG00015024435,2.89863408944327,0.0029824980414542,0.0023003927489018,1.29651688516144,0.19479746658156,0.745544453823193,DBH
3391,ENSNFUG00015000967,19.4285617234565,0.004189010003996,0.001147906044273,3.64926208455408,0.0002629946842089,0.0290485847292618,BMP5
3615,ENSNFUG00015002864,311.847653101679,0.0014354507919728,0.0005766693733124,2.48920934317618,0.0128027555168521,0.271719385309454,CXCL12
3964,ENSNFUG00015006956,1232.21481870479,0.0012834066448114,0.0005010961628331,2.56119830883397,0.0104311794960048,0.244976770289893,MERTK
3989,ENSNFUG00015007252,104.487202701348,0.0010723524481096,0.0008070897627085,1.32866565487206,0.183958300783273,0.733308963291516,ADAM8
4313,ENSNFUG00015017310,1785.63441280318,0.002782754579845,0.0022426621648115,1.24082647110553,0.214669860131925,0.76506096641564,HMOX1
4374,ENSNFUG00015018403,64.3369839818641,0.0014861329740731,0.000603470548581,2.46264374884168,0.0137916875179232,0.280153560529309,NKX2-3
4442,ENSNFUG00015019354,137.436783142425,0.0026444643451665,0.0007010188038832,3.77231585018474,0.0001617393310915,0.0217088986991081,PECAM1
4698,ENSNFUG00015000298,139.398977454951,-0.0001417825972238,0.0004128318285051,-0.343439113542243,0.731268138521939,0.966193701645383,MMP14
6289,ENSNFUG00015002243,246.479804082296,0.0009499368005991,0.0005994573496692,1.58466119586864,0.113043332834518,0.641608844511014,AIF1
6465,ENSNFUG00015003187,50.5566435792662,0.0002285303859691,0.0009142262103077,0.249971378409912,0.802609482826017,0.976755382892881,CXCR3
6776,ENSNFUG00015005451,64.0360946597965,0.0010747158566924,0.0007071450065161,1.5197955819377,0.12856235986314,0.666431100718102,NOD2
7435,ENSNFUG00015022075,1839.14828755106,0.0019280355782336,0.0007147485674649,2.69750184330121,0.0069861897973915,0.205487000046162,GBA
