"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009611","GO:0009611","response to wounding","13/61","413/10217",7.13075077416544e-07,0.0010731779915119,0.00092474578460756,"PDGFRB/THBS1/F13A1/SLC4A1/HBB/HBE1/APCS/NRP1/UBASH3B/HPS5/LAMB2/ADRA2B/ETS1",13
